comment_id,final_id,comment_text,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope,post_id,model_prediction,feeling
7287,659475,"Je vous félicite pour ce nouveau endroit Vous êtes toujours au top Accueillant Dynamique Rapide Et surtout, c’est très bon",Google Maps,American Burger,2025-05-26T19:16:06.790Z,0,Appreciation,Appreciation,Appreciation,,,,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation""]",positive
6601,927646,"Le Forest est trop bon et délicieux, meme poutine poulet es",Google Maps,American Burger,2025-10-30T00:49:45.666Z,0,Appreciation,,Appreciation,,,,False,1263.0,"[""food_appreciation"", ""place_appreciation""]",positive
6923,160093,"Nous avons dîné en famille, le service est l'un des plus médiocre que j'ai vu, ils ont pris plus d'une heure pour nous servir, nous sommes allés les voir deux fois pour demander qu'on soit servis. Les burgers sont bons mais sans plus, rien d'extraordinaire. Parking très difficile à trouver. Endroit très sûr côté par rapport au service et la qualité de la nourriture. Je ne retournerai pas.",Google Maps,American Burger,2025-07-16T01:46:58.643Z,0,Appreciation,Complaint,,,,Complaint,False,1263.0,"[""food_appreciation"", ""service_complaint"", ""treatment_complaint""]",negative
7924,291180,"Bon les prix sont trop chers et exagéré , le service moyen , ya pas beaucoup de choix menu vide , c'etait pas bon , je ne recommend pas",Google Maps,American Burger,2025-02-10T18:58:18.153Z,0,Complaint,Complaint,Complaint,,Complaint,Complaint,False,1263.0,"[""food_complaint"", ""service_complaint"", ""place_complaint"", ""price_complaint"", ""treatment_complaint""]",negative
7584,684439,Merci pour le service,Google Maps,American Burger,2025-05-17T12:32:36.704Z,0,,,Appreciation,,,,False,1263.0,"[""place_appreciation""]",positive
8149,528345,Merci beaucoup ghiles kont hayal le service kan rwa3a,Google Maps,American Burger,2025-01-28T17:39:36.482Z,0,,,Appreciation,,,Appreciation,False,1263.0,"[""place_appreciation"", ""treatment_appreciation""]",positive
6718,946626,تقييم تحت الصفر غلطة حياتك تاكل عندو,Google Maps,American Burger,2025-09-01T14:37:33.015Z,0,complaint,,,,,,False,1263.0,"[""food_complaint""]",negative
8833,788996,"Les burgers sont super bons, stationnement facile, possibilité de passer commande par téléphone, l'établissement est propre, les prix C'est moyen on va dire, le Bémol C'est le temps d'attente durant les ""heures de pointes"" sinon le reste de la journée les commandes ne tardent pas.",Google Maps,American Burger,2018-03-19T08:34:40.753Z,2,Appreciation,Complaint,Appreciation,,Appreciation,Appreciation,False,1263.0,"[""food_appreciation"", ""service_complaint"", ""place_appreciation"", ""price_appreciation"", ""treatment_appreciation""]",positive
6519,135094,"Nous avons prix un tacos, un burger et deux poutines, le tacos était plus ou moins bon rien de spéciale, le burger vraiment moyen, le pain burger n'est pas brioché, basic à l'ancienne, les poutines simples aucun travail notable un simple mélange d'ingrédients, le plus gros bémol, c'est la sauce fromagère, désolé mais elle est écoeurante, la textue gélatineuse, tu ne sens ni l'Emmental ni le gouda ni rien du tout, juste du fromage à tartiner, elle est nul. Toutefois le cadre est agréable, les agents de sécurité à l'accueil sont gentils idem pour ceux à la caisse, on peut dire autant des filles qui nettoient les tables. Grosso modo je n'y retournerai pas, y'a tellement mieux ailleurs.",Google Maps,American Burger,2025-12-21T09:21:10.802Z,0,Complaint,Appreciation,Complaint,,,Appreciation,False,1263.0,"[""food_complaint"", ""service_appreciation"", ""place_complaint"", ""treatment_appreciation""]",neutral
8447,137373,"Amazing Burgers, very flavourful and juicy better bring some napkins it can get messy and usually portions are pretty generous, fries are not the best tho soggy and oily, and menus there are a little expensive but the burger is worth it",Google Maps,American Burger,2023-11-09T11:52:44.333Z,0,Appreciation,,Appreciation,,Complaint,,False,1263.0,"[""food_appreciation"", ""place_appreciation"", ""price_complaint""]",positive
8615,263902,C très bon mais le steak est dure je leurs conseil de changer de boucherie,Google Maps,American Burger,2022-06-10T09:29:50.312Z,1,Recommendation,,,,,,False,1263.0,"[""food_recommendation""]",positive
8627,795128,C'est bon mais le service très lent,Google Maps,American Burger,2022-05-13T15:00:53.844Z,2,Appreciation,Complaint,,,,,False,1263.0,"[""food_appreciation"", ""service_complaint""]",neutral
7046,287861,Good place food is great,Google Maps,American Burger,2025-07-10T20:12:16.471Z,0,Appreciation,,Appreciation,,,,False,1263.0,"[""food_appreciation"", ""place_appreciation""]",positive
8626,394688,"Worst tacos I've ever had, 1100 Da, full of fats, the pictures so misleading, they call it American burger to be honest if they offer me free food there everyday, I rather stay hungry, when I complained about it at the store they didn't even react and they just got paid, also 1 hour to receive your order. Commented on their FB page they blocked me such kids, even the fries are like stones, the sauces soooo bad, I do not recommend at all. If I could give 0 star I would.",Google Maps,American Burger,2022-05-20T15:30:05.215Z,6,Complaint,Complaint,,,,Complaint,False,1263.0,"[""food_complaint"", ""service_complaint"", ""treatment_complaint""]",negative
8278,811387,"Un endroit incroyable et magnifique, surtout la table à l'extérieur. Je ne parle pas du burger car je n'ai pas trouvé de goût pareil. Le service est rapide, surtout de la part du collègue qui nous a reçu, Oussama. Merci beaucoup.",Google Maps,American Burger,2024-08-16T16:37:34.315Z,1,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
8191,927231,Ce lieu est top on mange bien rapport qualité prix imbattable,Google Maps,American Burger,2025-01-02T11:02:37.577Z,0,Appreciation,,Appreciation,,Appreciation,,False,1263.0,"[""food_appreciation"", ""place_appreciation"", ""price_appreciation""]",positive
6600,811513,"à première vue jz pensé que c'était un endroit désagréable suite au monde fou présent sur place , mais après notre entrée y avait un grand espace avec beaucoup de table pour 2 ou plusieurs personnes , pour commander vous devez vouq diriger vers la caisse car y'a pas de menu à table , les burgers et le combo étaient trop bon . LE POINT LE PLUS FORT C'ÉTAIT LE TEMPS D'ATTENTE MÊME PAS 5 MIN",Google Maps,American Burger,2025-10-30T20:18:28.566Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
8304,419073,Ça passe sans plus,Google Maps,American Burger,2024-06-23T20:30:30.149Z,0,,,,,,,True,1263.0,[],neutral
6605,549376,"Très bon burgers, 2 grandes salles, service au top.",Google Maps,American Burger,2025-10-25T23:08:43.420Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
7671,665005,"Tres bon restaurant ! La bouffe est très bonne , le service tres rapide , je vous conseille expérience a refaire",Google Maps,American Burger,2025-05-03T19:27:15.155Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
6843,816632,Delicious food,Google Maps,American Burger,2025-07-22T22:43:24.207Z,0,Appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
7580,811674,Très bien mangé the best ever,Google Maps,American Burger,2025-05-17T13:17:44.554Z,0,Appreciation,,Appreciation,,,,False,1263.0,"[""food_appreciation"", ""place_appreciation""]",positive
7304,811952,"Bon accueil, très bonne cuisine, l'amabilité , la bonne prise en charge bien sur avec un très bon gérant vive la kabili",Google Maps,American Burger,2025-05-24T21:06:50.911Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
8181,795433,Je remercie beaucoup les serveurs de ce restaurant service parfait,Google Maps,American Burger,2025-01-25T18:15:23.866Z,0,Appreciation,Appreciation,Appreciation,,,,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation""]",positive
8801,533246,Bon mais manque de sauces maison,Google Maps,American Burger,2019-03-27T11:25:50.154Z,0,Recommendation,,,,,,False,1263.0,"[""food_recommendation""]",positive
8610,402167,"j'ai essayé american Burger, j'ai demandé un Forest, la déception se n'étais pas à la hauteur de mes espérances, les oignons sont Cru et non caramélisés, trop trop de laitue, bref c'est loin des 500 da que j'ai payé",Google Maps,American Burger,2022-06-14T22:44:31.960Z,3,Complaint,,,,Complaint,,False,1263.0,"[""food_complaint"", ""price_complaint""]",negative
8863,402120,J'ai mangé chez vous hier c'était extrêmement délicieux toooooooop,Google Maps,American Burger,2016-12-16T20:38:25.547Z,0,Appreciation,,Appreciation,,,,False,1263.0,"[""food_appreciation"", ""place_appreciation""]",positive
8624,675901,"Ils font le parterre alors que tous les clients sont entrain de manger, vous vous imaginez l'odeur des détergents ! Je ne reviendrai pas ici à cause de cet accueil !",Google Maps,American Burger,2022-05-23T15:29:51.506Z,1,,,Complaint,,,,False,1263.0,"[""place_complaint""]",negative
6810,139842,En voyant la jolie terrasse on a voulu tester mais c'était pas a la hauteur de mes attentes. En entrant on doit passer notre commande a la caisse avec un grand menu sur le mur après j'ai pas aimé ce point. Une fois la commande faite on nous donne un Bipper pour récupérer nous même notre commande 2eme mauvais point. Peut être ce concept convient au jeune mais moi j'ai pas aimé . Le goût était bofbof on a mangé mieux. Le point positif c'était rapideet jolie terrasse.,Google Maps,American Burger,2025-08-02T01:27:04.634Z,0,Complaint,Complaint,Complaint,,,,False,1263.0,"[""food_complaint"", ""service_complaint"", ""place_complaint""]",negative
6876,549655,The food was amazing and fast service too,Google Maps,American Burger,2025-07-20T16:43:54.792Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
6666,397174,الحاجة لي عجبتني، كانو دايرين موسيقى قتلو معليش طفيها قالي مشي مشكل ، و الله غير طفاها حتى خرجت ، ربي يبارك أخلاق في القمة,Google Maps,American Burger,2025-09-07T17:26:44.387Z,0,,,appreciation,,,,False,1263.0,"[""place_appreciation""]",positive
8532,265965,Très bon tacos gratin foooor,Google Maps,American Burger,2023-02-26T14:07:20.247Z,0,Appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
8500,528094,"C'est propre, le personnel est serviablebet les burgers sont bons. Je recommande.",Google Maps,American Burger,2023-06-12T21:10:25.539Z,0,,,,,,,True,1263.0,[],neutral
8235,945023,Bonne bouf,Google Maps,American Burger,2024-11-01T14:49:48.224Z,0,appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
6550,661394,مطعم راقي جدا، الأفضل في الجزائر,Google Maps,American Burger,2025-11-22T11:31:03.213Z,0,,,appreciation,,,,False,1263.0,"[""place_appreciation""]",positive
7929,399235,Magnifique je recommande Quantité généreuse Ambiance sympathique Tres propre,Google Maps,American Burger,2025-02-08T20:35:32.387Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
8759,657532,Très bon mais la salle trop petite,Google Maps,American Burger,2020-02-06T19:23:08.824Z,0,Appreciation,,Complaint,,,,False,1263.0,"[""food_appreciation"", ""place_complaint""]",neutral
8266,420903,Cest bien le service est null,Google Maps,American Burger,2024-08-31T12:15:15.034Z,0,,Complaint,Appreciation,,,Complaint,False,1263.0,"[""service_complaint"", ""place_appreciation"", ""treatment_complaint""]",negative
8598,919689,The wait is too long. My order arrived after some people who came and ordered way after me. Sandwich came out cold although i enphasized i really wanted it hot. Shame where is american burger of the old days,Google Maps,American Burger,2022-07-06T22:37:20.611Z,0,Complaint,Complaint,,,,Complaint,False,1263.0,"[""food_complaint"", ""service_complaint"", ""treatment_complaint""]",negative
7107,923324,"Le bruit est insupportable, de la musique et des dédicaces on dirait une salle des fêtes",Google Maps,American Burger,2025-06-25T21:37:48.792Z,0,,,Complaint,,,,False,1263.0,"[""place_complaint""]",negative
8457,551792,Le plus Grand tacos L  [APPRECIATION],Google Maps,American Burger,2023-09-29T15:16:58.547Z,0,appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
7717,552118,Service médiocre et sandwich trop gras je déconseille,Google Maps,American Burger,2025-04-07T22:16:30.719Z,0,Complaint,Complaint,Complaint,,,Complaint,False,1263.0,"[""food_complaint"", ""service_complaint"", ""place_complaint"", ""treatment_complaint""]",negative
6721,398730,"La vidéo des deux jeunes serveurs vêtus de noir où l'un d'eux se frotter la moustache et essuyer son front, doit etre enlevée!",Google Maps,American Burger,2025-08-30T18:42:57.093Z,0,,,,,,,True,1263.0,[],neutral
8579,264394,"The restaurant is nice, staff are friendly you can even wait in your car and receive your command. What i didn’t like is time of wait to get a table and also to get your command. I very loved the philly cheese steak one of the best sandwiches that ate but the burger is too far from good even if the name of the fast food is American burger.",Google Maps,American Burger,2022-09-07T02:36:13.444Z,7,Complaint,Complaint,Appreciation,,,Appreciation,False,1263.0,"[""food_complaint"", ""service_complaint"", ""place_appreciation"", ""treatment_appreciation""]",neutral
8673,788750,"Accueil nul, nourriture pas le top du top.",Google Maps,American Burger,2021-10-16T14:30:35.468Z,0,Complaint,,,,,Complaint,False,1263.0,"[""food_complaint"", ""treatment_complaint""]",negative
8543,791709,"Leur cuisine à beaucoup changé par rapport au débuts, leur fromage était très bon mais maintenant il est plutôt liquide et sans goût Dommage c'était l'un de mes fast food préféré",Google Maps,American Burger,2023-01-20T16:15:54.057Z,0,Complaint,,,,,,False,1263.0,"[""food_complaint""]",negative
8649,159274,La qualité a changé,Google Maps,American Burger,2021-12-28T10:56:56.717Z,0,Complaint,,Complaint,,,,False,1263.0,"[""food_complaint"", ""place_complaint""]",negative
6877,790743,"Je souhaite partager mon avis concernant ce restaurant. Nous y avons dîné en famille hier soir. L’endroit est très agréable, avec une décoration soignée et une ambiance plutôt sympa. Toutefois, plusieurs points nous ont fortement déçus. La nourriture était correcte sans être exceptionnelle, mais malheureusement, toute ma famille s’est réveillée ce matin avec des symptômes d’intoxication alimentaire. C’est vraiment regrettable, surtout après une soirée qui s’annonçait bien. Autre point négatif : la chaleur étouffante sur la terrasse, même en soirée. Cela a rendu le moment assez inconfortable, malgré le cadre charmant. En résumé, je ne peux pas recommander ce restaurant en l’état. Je conseille vivement à la direction de revoir la qualité de leurs produits, en particulier celle de la viande, et d’améliorer les conditions d’accueil sur la terrasse. C’est dommage, car le potentiel est bien là",Google Maps,American Burger,2025-07-19T14:37:04.643Z,0,Complaint,,Appreciation,,,,False,1263.0,"[""food_complaint"", ""place_appreciation""]",neutral
8161,529519,Bien. foot,Google Maps,American Burger,2025-01-28T13:25:12.273Z,0,appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
8616,923116,سلام عليكم خويا الله يحفظك لا بغيت ربي خصتني خدمة بلونجور ولا سارفور ولا اي خدمة لابغيت ربي تشوفلي,Google Maps,American Burger,2022-06-10T01:18:56.919Z,0,,,,,,,True,1263.0,[],neutral
8582,548950,Excellent burger comme rarement en Algérie. Je mets 4 étoiles pour le temps monstre que ça a pris (30 minutes) pour une mini commande !,Google Maps,American Burger,2022-09-02T11:30:19.199Z,0,Appreciation,Complaint,,Complaint,,,False,1263.0,"[""food_appreciation"", ""service_complaint"", ""delivery_complaint""]",negative
8794,660636,Ce bonne,Google Maps,American Burger,2019-05-05T20:01:52.682Z,0,,,,,,,True,1263.0,[],neutral
8089,397480,Service impeccable  [APPRECIATION],Google Maps,American Burger,2025-02-02T21:56:38.280Z,0,,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
8347,264654,Really American hahah a [APPRECIATION],Google Maps,American Burger,2024-05-14T19:55:41.718Z,0,,,,,,,True,1263.0,[],neutral
7980,921260,Ma seule destination pour de Magnifique Tacos et sandwich,Google Maps,American Burger,2025-02-05T14:22:06.082Z,1,Appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
8729,134773,الله بيارك,Google Maps,American Burger,2021-02-19T18:22:25.328Z,2,,,,,,,True,1263.0,[],neutral
8668,422687,"Très bon, propre, rapide Je recommande",Google Maps,American Burger,2021-10-27T13:43:49.392Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
8069,658016,un endroit où tout est très bon. les burgurs surtout le smash burger. les tacos surtout le mixte extra large et les gratins aussi . un vrai american burger,Google Maps,American Burger,2025-02-03T19:02:03.504Z,0,Appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
7735,264838,نقدر نقول بلي هذا أبن برغر كليته حتى الآن الله يبارك,Google Maps,American Burger,2025-04-04T15:03:07.212Z,0,Appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
6836,789748,Je suis une ancienne cliente le goût la qualité n’as jamais changé une petite remarque la serveuse qui s’appelle chaima un bout de sucre  [APPRECIATION],Google Maps,American Burger,2025-07-24T14:15:09.766Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
8424,137243,مكان واسع و حركةكثيفة المأكولات مقبولة عموما,Google Maps,American Burger,2023-12-25T10:06:37.647Z,0,appreciation,,complaint,,,,False,1263.0,"[""food_appreciation"", ""place_complaint""]",neutral
8692,658623,"Service vraiment nul, parfaitement déçus, à déconseiller",Google Maps,American Burger,2021-09-11T12:56:30.608Z,0,,Complaint,Complaint,,,Complaint,False,1263.0,"[""service_complaint"", ""place_complaint"", ""treatment_complaint""]",negative
7981,685434,"Service mashaalah , merci a notre frére oussama",Google Maps,American Burger,2025-02-04T22:20:28.956Z,0,,,Appreciation,,,Appreciation,False,1263.0,"[""place_appreciation"", ""treatment_appreciation""]",positive
8773,816281,Super top,Google Maps,American Burger,2019-11-22T18:28:32.810Z,0,,,Appreciation,,,,False,1263.0,"[""place_appreciation""]",positive
8533,265174,The place was OK the food was good and tasty I had just a problem with the philly cheese steak the meat was hard to eat but everything else was good the service was fast PS: i changed my review because of my son who got sick because of the food that night,Google Maps,American Burger,2023-02-24T01:45:05.653Z,0,Complaint,Appreciation,Appreciation,,,,False,1263.0,"[""food_complaint"", ""service_appreciation"", ""place_appreciation""]",positive
8385,816391,C’est très bon avec un bon service je vous conseil Americain burger good burger  [APPRECIATION],Google Maps,American Burger,2024-04-02T23:07:28.215Z,1,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
8666,423204,"La qualité de la viande n'est pas bonne Le tacos est plein de sauce fromagère donc tachez à lui demander de mettre moins de sauce fromagère, sinon les serveurs font leurs job bien comme il faut le gérant n'est pas trop sympathique et surtt éviter midi et le weekend",Google Maps,American Burger,2021-10-27T20:57:26.102Z,0,Complaint,,Complaint,,,Complaint,False,1263.0,"[""food_complaint"", ""place_complaint"", ""treatment_complaint""]",negative
8558,789371,Mon numéro 1 pour les burguer. Bravo des vrais pro,Google Maps,American Burger,2022-11-08T12:08:48.566Z,1,Appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
7604,135283,"Si vous cherchez un vrai bon burger, passez votre chemin. Ici, tout y est pour la photo Instagram — sauf le goût. La viande est vraiment de mauvaise qualité, le mélange d'oignons caramélisés et de champignons (ta3 supérette) n'était pas bon Bref à ce prix il est de loin le plus mauvais en goût !",Google Maps,American Burger,2025-05-16T20:12:16.781Z,0,Complaint,,Complaint,,Complaint,,False,1263.0,"[""food_complaint"", ""place_complaint"", ""price_complaint""]",negative
6502,396011,American burger kouba d'Alger Tacos poulet 8/10 Burger 7/10 Service 8/10 mashallah Bonne continuation,Google Maps,American Burger,2025-12-29T17:05:43.579Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
6740,548915,"Je pars souvent chez Américain burger avec ma petite famille, on sort toujours satisfait, service au top , salles très bien aménagé et très propre, service très rapide (moins de 10 temps d'attente) , le personnel bien éduqué et sélectionné et très accueillant et agréable, la bouffe on prend le sandwich viande qu'il est excellent (le meilleur pour moi sur Alger) , le cheese il est bien mais le sandwich reste mieux à mon avis. Stationnement difficile.",Google Maps,American Burger,2025-08-24T17:55:03.285Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,1263.0,"[""food_appreciation"", ""service_appreciation"", ""place_appreciation"", ""treatment_appreciation""]",positive
8724,150562,Le meilleur burger au monde,Google Maps,American Burger,2021-04-01T22:05:54.412Z,0,Appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
8730,811011,"Expérience désagréable on arrive on nous laisse attendre dehors et personne ne prends nos commandes, vous faites des burgers bark les jeunes Machi de la chirurgie",Google Maps,American Burger,2021-02-06T14:23:38.110Z,0,Complaint,Complaint,Complaint,,,Complaint,False,1263.0,"[""food_complaint"", ""service_complaint"", ""place_complaint"", ""treatment_complaint""]",negative
6579,409158,The food was good,Google Maps,American Burger,2025-11-16T13:41:12.052Z,0,Appreciation,,,,,,False,1263.0,"[""food_appreciation""]",positive
7774,937613,"J’ai mangé chez eux avant hier j’ai pris 2 hamburger a 500da chacun plus une barquette de frites, quantité zero, pain limite acheter au supermarché, viande gout bizarre et camembert petite quantité, malheureusement ça se dégrade bcp. Dommage je peux pas peux pas mettre zéro étoile sinon je l’aurais mise",Google Maps,American Burger,2025-03-28T22:01:04.119Z,0,Complaint,,Complaint,,Complaint,,False,1263.0,"[""food_complaint"", ""place_complaint"", ""price_complaint""]",negative
8856,675467,"Si l'attente ne vous dérange pas, c'est un bon endroit pour prendre un burger. Il faut noter qu'on doit attendre dehors car le nombre de places a l'intérieur est très limité (moins de 10).",Google Maps,American Burger,2017-07-01T14:10:00.371Z,0,Appreciation,Complaint,Appreciation,,,,False,1263.0,"[""food_appreciation"", ""service_complaint"", ""place_appreciation""]",positive
7949,151176,Meilleur service de la part de HANI  [APPRECIATION],Google Maps,American Burger,2025-02-07T21:35:39.028Z,0,,,,,,Appreciation,False,1263.0,"[""treatment_appreciation""]",positive
8116,410778,Great service,Google Maps,American Burger,2025-01-30T18:08:12.721Z,0,,,,,,Appreciation,False,1263.0,"[""treatment_appreciation""]",positive
8381,148577,Excellent service et bonne qualité,Google Maps,American Burger,2024-04-13T14:52:11.022Z,0,Appreciation,,,,,Appreciation,False,1263.0,"[""food_appreciation"", ""treatment_appreciation""]",positive
8421,412660,En général il est bon propre bien servi Pour les tacos je donne 5/10 jai pas aimé le marinage et les sauces Par contre cette fois ci jai pris filly cheese steak il est bon,Google Maps,American Burger,2023-12-31T17:28:34.637Z,0,Appreciation,,Appreciation,,,,False,1263.0,"[""food_appreciation"", ""place_appreciation""]",positive
8715,671525,Essayé et approuvé j’ai testé le burger Forest qui était bien garni avec les sauces mais pas assez de champignons pour un burger special champignons Sinon l’endroit est très bien décoré j’ai adoré,Google Maps,American Burger,2021-07-01T14:43:32.362Z,1,Complaint,,Appreciation,,,,False,1263.0,"[""food_complaint"", ""place_appreciation""]",neutral
8357,544343,Reda t inssan vrai les hommes Très bon service de sa part,Google Maps,American Burger,2024-05-10T22:27:38.049Z,0,,,,,,Appreciation,False,1263.0,"[""treatment_appreciation""]",positive
8333,149381,A good place and a good food,Google Maps,American Burger,2024-05-18T20:40:48.002Z,0,Appreciation,,Appreciation,,,,False,1263.0,"[""food_appreciation"", ""place_appreciation""]",positive
