comment_id,final_id,comment_text,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope,post_id
761157.0,62716.0,":On est sortis du port d'Oran venant directement chez eux pour le déjeuner ( influencé par ces pubs Tik tok ) >>> le restau est beau , bien agencé et une belle terrasse. >>>> par contre à l'entrée vous êtes ignoré, personne ne vous prête attention . j'ai regardé un peu la vitrine des pâtisseries ( très petites pièces ( trompe l'oeil) qui coûtent 450dinars en moyenne. On est partis voir ailleurs bien évidemment. Peut-être qu'ils étaient performants un moment , mais dès qu'ils réussissent , ils ne sont plus au service du client >>> C'est le même problème des business en Algérie . ( en tout cas ce que j'ai vu et constaté , peut être je me trompe l'œil ) [APPRECIATION]",tiktok,Allechante,2026-01-02T21:30:54.860460,5.0,,complaint,appreciation,,,complaint,False,10002.0
630104.0,63016.0,Roht 3andhom mo3amala 0,tiktok,Allechante,2026-01-02T21:31:02.524610,1.0,,,,,,complaint,False,10002.0
106380.0,62656.0,ولي داخل الوطن ميشفوهاش,tiktok,Allechante,2026-01-02T21:30:54.049939,1.0,,,,,,,True,10002.0
893324.0,62482.0,اكدلي على سومة لي تهرب حبة ملفاي قولي حمبوك دخلت وندمت,tiktok,Allechante,2026-01-02T21:30:49.256816,9.0,,,,,complaint,,False,10002.0
894472.0,62630.0,هدي ياسمين 2 ولا راني غلطة,tiktok,Allechante,2026-01-02T21:30:53.973719,0.0,,,,,,,True,10002.0
633211.0,62480.0,Les prix plus cher que l’Europe abusé,tiktok,Allechante,2026-01-02T21:30:49.256795,61.0,,,,,complaint,,False,10002.0
109783.0,63034.0,"ya qu'en algerie que les gens trouve chere , parcontre quand sa va ailleurs tout est normal même si les prix sont exorbitant.",tiktok,Allechante,2026-01-02T21:31:03.370940,0.0,,,,,,,True,10002.0
896498.0,62486.0,صراحة القعدة تهبل والسارفور صغير ماشاء الله مربي ويستقبل ماشاء الله اما الاكل روعة و المنظر ما نحكيش عليه,tiktok,Allechante,2026-01-02T21:30:49.256825,4.0,appreciation,,appreciation,,,appreciation,False,10002.0
242804.0,62772.0,وسومة مليحة,tiktok,Allechante,2026-01-02T21:30:57.321117,0.0,,,,,appreciation,,False,10002.0
768550.0,62522.0,قولينا على سعر  [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:51.792719,2.0,,,,,inquiry,,False,10002.0
244535.0,62664.0,bravo L'équipe,tiktok,Allechante,2026-01-02T21:30:54.049960,1.0,,,,,,,True,10002.0
637850.0,62600.0,On a pas aimé,tiktok,Allechante,2026-01-02T21:30:53.187020,0.0,complaint,,,,,,False,10002.0
638499.0,62792.0,je confirme machaalh Pâtisserie,tiktok,Allechante,2026-01-02T21:30:57.321141,4.0,appreciation,,,,,,False,10002.0
245936.0,62614.0,meilleur endroit 10/10 accueil 10/10 service 10/10 ya3tikom saha  [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:53.187134,2.0,,appreciation,appreciation,,,appreciation,False,10002.0
117760.0,62554.0,ça fait plaisir  [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:51.792762,4.0,,,,,,,True,10002.0
511017.0,62592.0,ماشاء الله وهران شابة,tiktok,Allechante,2026-01-02T21:30:53.140189,0.0,,,,,,,True,10002.0
908049.0,63022.0,c'est mon droit préféré magnifique 10% [APPRECIATION],tiktok,Allechante,2026-01-02T21:31:02.524614,1.0,appreciation,appreciation,appreciation,,appreciation,appreciation,False,10002.0
515070.0,62488.0,نقدر ندير فيها لانيفارسار ؟ حاجة خفيفة,tiktok,Allechante,2026-01-02T21:30:49.256829,1.0,,inquiry,,,,,False,10002.0
908864.0,62746.0,حتى انا من خارج الوطن، نجي من تمنراست الغرب وناس الغرب كلش فيهم هايل,tiktok,Allechante,2026-01-02T21:30:55.677916,6.0,,,appreciation,,,,False,10002.0
647620.0,62744.0,غالي غالي بزاف,tiktok,Allechante,2026-01-02T21:30:55.613340,0.0,,,,,complaint,,False,10002.0
647901.0,62616.0,Il se trouve où à Oran,tiktok,Allechante,2026-01-02T21:30:53.973689,0.0,,,inquiry,,,,False,10002.0
123965.0,62590.0,حي سلام ياسمين حسناوي,tiktok,Allechante,2026-01-02T21:30:53.140186,1.0,,,,,,,True,10002.0
386323.0,62732.0,داخل وطن سما لا ايا صحا صحا,tiktok,Allechante,2026-01-02T21:30:55.613324,0.0,,,,,,,True,10002.0
255435.0,62810.0,Féminin,tiktok,Allechante,2026-01-02T21:30:58.133405,1.0,,,,,,,True,10002.0
780309.0,62674.0,باقي الوطن ما فيهاش,tiktok,Allechante,2026-01-02T21:30:54.725080,0.0,,,,,,,True,10002.0
125770.0,62484.0,meme les prix waw,tiktok,Allechante,2026-01-02T21:30:49.256821,27.0,,,,,appreciation,,False,10002.0
519591.0,63078.0,bonjour les kilos,tiktok,Allechante,2026-01-02T21:31:04.202456,0.0,inquiry,,,,inquiry,,False,10002.0
651879.0,63080.0,في متناولنا حنا لي عايشين في الخارج...,tiktok,Allechante,2026-01-02T21:31:04.202458,0.0,,,,,complaint,,False,10002.0
260095.0,62680.0,اسعار في متناول رياض محرز,tiktok,Allechante,2026-01-02T21:30:54.725087,0.0,,,,,complaint,,False,10002.0
261021.0,62738.0,c'est cher j'ai pris juste une crêpe et un cocktail,tiktok,Allechante,2026-01-02T21:30:55.613332,0.0,,,,,complaint,,False,10002.0
261371.0,62676.0,وين بلاصة هادي,tiktok,Allechante,2026-01-02T21:30:54.725082,0.0,,,inquiry,,,,False,10002.0
63066.0,426047.0,chaal tchakom et vous aimez les prénom français,tiktok,Allechante,2026-01-02T21:31:03.371158,0.0,,,,,,,True,10002.0
63064.0,426622.0,trompe l œil ta3houm c est un simple gâteau aux chocolat c n à rien à voir avec les fondants aussi Le jus mokheto samatt big flop zadma,tiktok,Allechante,2026-01-02T21:31:03.371157,0.0,complaint,,,,,,False,10002.0
63086.0,951167.0,boulevard des voleurs,tiktok,Allechante,2026-01-02T21:31:04.202463,0.0,,,,,,,True,10002.0
62610.0,557956.0,Le service catastrophique,tiktok,Allechante,2026-01-02T21:30:53.187059,2.0,,appreciation,,,,,False,10002.0
62662.0,560019.0,"c es magnifiques vraiment très beaux l accueil superbe, bonne ambiance l équipe très professionnels et de qualité, la terrasse et juste incroyable très respectueux  [APPRECIATION]",tiktok,Allechante,2026-01-02T21:30:54.049949,1.0,,,appreciation,,,appreciation,False,10002.0
62544.0,432394.0,win exactement fi boulevard des lions,tiktok,Allechante,2026-01-02T21:30:51.792749,0.0,,,inquiry,,,,False,10002.0
63084.0,433606.0,دارو كليما داخل ،دخلت خطرة حمان خرجنا برا جاو لي يطلبو ، كاين غي حاجة لي يخدمو نتما متربيين و معاملة,tiktok,Allechante,2026-01-02T21:31:04.202461,0.0,,,,,,appreciation,False,10002.0
62654.0,696591.0,يخدمو بالتقسيط؟,tiktok,Allechante,2026-01-02T21:30:54.049928,0.0,,,,,,,True,10002.0
62542.0,304149.0,On viendra seulement si les serveurs et serveuses sont bien élevé,tiktok,Allechante,2026-01-02T21:30:51.792746,3.0,,,,,,,True,10002.0
62776.0,305180.0,Comment sa se fait ces trop chere pour manger dans in restaurant a oran ces vraiment abusé ces fini on mange a la maison,tiktok,Allechante,2026-01-02T21:30:57.321129,1.0,,,,,complaint,,False,10002.0
62624.0,830153.0,Trop chère et les glaces on dirait l’eau glacée j’ai pas du tt aimée,tiktok,Allechante,2026-01-02T21:30:53.973711,0.0,complaint,,,,complaint,,False,10002.0
62682.0,701117.0,j y était super bon,tiktok,Allechante,2026-01-02T21:30:54.725089,0.0,appreciation,,,,,,False,10002.0
62520.0,439419.0,Pour le guide francophone à zanzibar pour les activités à zanzibar et safari en Tanzanie et pour passer le meilleur vacances n’hésitez pas à me contacter pour toute informations,tiktok,Allechante,2026-01-02T21:30:51.792716,1.0,,,,,,,True,10002.0
63042.0,833076.0,bsh magoltinch ls prix,tiktok,Allechante,2026-01-02T21:31:03.370950,0.0,,,,,recommendation,,False,10002.0
63102.0,571310.0,خارج الوطن ياه ايا صحا,tiktok,Allechante,2026-01-02T21:31:04.202484,0.0,,,,,,,True,10002.0
62506.0,833524.0,Les jus taw3hom Mchy Chabin khashom un bar-men jdid,tiktok,Allechante,2026-01-02T21:30:49.256876,0.0,complaint,,,,,,False,10002.0
62582.0,834212.0,je confirme sur tt whde le jeune homme tema vraiment mchaalah,tiktok,Allechante,2026-01-02T21:30:53.140173,1.0,,,,,,appreciation,False,10002.0
62572.0,572633.0,قولولنا على les prix اسكو ملاح ولا غالي,tiktok,Allechante,2026-01-02T21:30:53.140156,1.0,,,,,inquiry,,False,10002.0
62726.0,311934.0,service 3ayen w lent,tiktok,Allechante,2026-01-02T21:30:55.613316,0.0,,complaint,,,,complaint,False,10002.0
62586.0,313034.0,ولي داخل الوطن يجوا نورمال!,tiktok,Allechante,2026-01-02T21:30:53.140180,0.0,,,,,,,True,10002.0
62510.0,316609.0,on est passé en famille cette semaine on a pris des pizzas on est tous tomber malade gastro malheureusement,tiktok,Allechante,2026-01-02T21:30:49.256882,14.0,complaint,,,,,,False,10002.0
62724.0,580954.0,في باريس هاذي ؟,tiktok,Allechante,2026-01-02T21:30:55.613314,0.0,,,inquiry,,,,False,10002.0
63068.0,320883.0,أنا من موزمبيق . من خارج الوطن. نجي عادي عندكم. ولا نتاع لفوق وحدهم ونتاع تحت وحدهم,tiktok,Allechante,2026-01-02T21:31:03.371160,0.0,,,,,,,True,10002.0
63018.0,977866.0,"wallah les gâteaux au bled magnifique, ils ont fait des efforts de ouf mieux que les boulangeries en europe",tiktok,Allechante,2026-01-02T21:31:02.524611,1.0,appreciation,,,,,,False,10002.0
62782.0,979589.0,La critique est constructive c’est vrai deux tensions. Sur le téléphone les serveurs j’ai commander un thé et un sablée j’ai eu le sablée mais le thé il c’est pas il manque quelque chose ? Non il y avait un anniversaire a l intérieur de la salle tout les serveurs sont parti applaudir danser et les youyou pas du tout pro pour au final me facturer des choses que j’ai pas pris et a la caisse la dame n’a pas accepter la critique.,tiktok,Allechante,2026-01-02T21:30:57.321134,8.0,,,,,,complaint,False,10002.0
63048.0,193597.0,Les hommes de plus de 30 ans qu’ils vont là-bas je vous vois comme des princesses ou des,tiktok,Allechante,2026-01-02T21:31:03.370956,0.0,,,,,,,True,10002.0
62698.0,194523.0,je vois pas de terrasse,tiktok,Allechante,2026-01-02T21:30:54.860447,1.0,,,complaint,,,,False,10002.0
63032.0,458085.0,waouh! c'est magnifique qui est trop beau   [APPRECIATION],tiktok,Allechante,2026-01-02T21:31:03.370937,0.0,,,appreciation,,,,False,10002.0
62778.0,590014.0,J’ai bien vu passer un mille feuille presque sans crème pâtissière,tiktok,Allechante,2026-01-02T21:30:57.321131,0.0,complaint,,,,,,False,10002.0
62764.0,328020.0,مشاء الله تبان تهبل  [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:56.460522,0.0,,,,,,,True,10002.0
62790.0,853034.0,لي قتلك عليه,tiktok,Allechante,2026-01-02T21:30:57.321140,1.0,,,,,,,True,10002.0
63060.0,722296.0,هي اصلا قالت يجو لي خارج الوطن,tiktok,Allechante,2026-01-02T21:31:03.371152,0.0,,,,,complaint,,False,10002.0
62702.0,329229.0,inchallah quand je viendrais voir,tiktok,Allechante,2026-01-02T21:30:54.860449,1.0,,,,,,,True,10002.0
62844.0,591566.0,on a pas tester [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:58.975578,0.0,,,,,,,True,10002.0
62650.0,722721.0,ont vas. surtout. payer. pour la. deco,tiktok,Allechante,2026-01-02T21:30:54.049925,1.0,,,,,,,True,10002.0
62508.0,723591.0,"Nous avons été et franchement le service 0. De plus, ils n’ont pas de toilettes. Je trouve pas un restaurant aussi beau j’ai été déçu",tiktok,Allechante,2026-01-02T21:30:49.256879,13.0,,complaint,complaint,,,,False,10002.0
62546.0,461538.0,السعر باينة نار . نوعية كاينة بصح الاسعار لمن استطاع اليه سبيلا,tiktok,Allechante,2026-01-02T21:30:51.792752,1.0,appreciation,,,,complaint,,False,10002.0
62604.0,199546.0,Crêpes simple 450 da,tiktok,Allechante,2026-01-02T21:30:53.187031,1.0,,,,,complaint,,False,10002.0
62532.0,200356.0,في منتناول ميسي,tiktok,Allechante,2026-01-02T21:30:51.792733,0.0,,,,,complaint,,False,10002.0
63036.0,333506.0,J'ai commandé kronembour fraîche. Service rapide,tiktok,Allechante,2026-01-02T21:31:03.370943,0.0,appreciation,appreciation,,,,,False,10002.0
63056.0,202490.0,مهيم ادي 100 مليون او روحي تشربي قهوة او حابة ڨاطو,tiktok,Allechante,2026-01-02T21:31:03.371148,0.0,,,,,complaint,,False,10002.0
62620.0,465310.0,Endroit 8/10 + nourit (2/10 service 3/10),tiktok,Allechante,2026-01-02T21:30:53.973706,0.0,complaint,complaint,appreciation,,,,False,10002.0
63050.0,334260.0,حبة ڨاطو 45 الف,tiktok,Allechante,2026-01-02T21:31:03.370958,0.0,,,,,complaint,,False,10002.0
62622.0,598767.0,Franchement déçu c cher et le service long long café froid le service nul j’ai payé une somme on étais 20 personne mais c pas top,tiktok,Allechante,2026-01-02T21:30:53.973709,0.0,complaint,complaint,,,complaint,,False,10002.0
62496.0,993057.0,وين هي,tiktok,Allechante,2026-01-02T21:30:49.256859,0.0,,,inquiry,,,,False,10002.0
63118.0,468968.0,مدابيهم يراجعوا الاسعار و الكوكتال ماشي بزاف عجبني مدابينا يحسنو 5/10,tiktok,Allechante,2026-01-02T21:31:05.048401,0.0,complaint,,,,complaint,,False,10002.0
62528.0,862672.0,ou je peux trouver le menu pizza et les sandwiches svp,tiktok,Allechante,2026-01-02T21:30:51.792727,0.0,inquiry,,,,,,False,10002.0
62690.0,863194.0,Makanch climatisation homaaan w les prix nar w les serveurs mchanfiiiiine,tiktok,Allechante,2026-01-02T21:30:54.860441,1.0,,,complaint,,complaint,complaint,False,10002.0
62632.0,339565.0,"catastrophe, pas De clims, services super long pas De sanitaire(en travau) [COMPLAINT]",tiktok,Allechante,2026-01-02T21:30:53.973724,0.0,,complaint,complaint,,,,False,10002.0
62786.0,864810.0,Jamais compris pourquoi le personnel est aigri ! Je l’ai regretté ! Essayez de faire des efforts sur ça !,tiktok,Allechante,2026-01-02T21:30:57.321137,0.0,,,,,,complaint,False,10002.0
62686.0,471975.0,et les prix ?,tiktok,Allechante,2026-01-02T21:30:54.860436,1.0,,,,,inquiry,,False,10002.0
62550.0,865404.0,قاتلك من خارج الوطن,tiktok,Allechante,2026-01-02T21:30:51.792757,3.0,,,,,,,True,10002.0
63058.0,473096.0,prix في متناول خارج الوطن يا مواطن,tiktok,Allechante,2026-01-02T21:31:03.371150,0.0,,,,,complaint,,False,10002.0
62784.0,473227.0,"J’ai commandé quatre trompe l’œil, donc deux étaient congelés. Nous avons fait une réclamation, le responsable nous a crier dessus et nous a manqué de respect, en me disant qu’il ALLAIT ME RAMENER UNE FEMME POUR ME TAPER! ( DOK NJIBLEK MRA TA3TIK SAWTA! ) A FUIR.",tiktok,Allechante,2026-01-02T21:30:57.321135,2.0,complaint,,,,,complaint,False,10002.0
63074.0,342534.0,شابا والولاد ولبنات ماشء الله ساغفيس سريع بصح عندكم السخااااااااااانة,tiktok,Allechante,2026-01-02T21:31:04.202451,0.0,,appreciation,complaint,,,appreciation,False,10002.0
62576.0,998362.0,"Le meilleur endroit à Oran, caractérisé par son luxe et son beau goût",tiktok,Allechante,2026-01-02T21:30:53.140163,2.0,appreciation,,appreciation,,,,False,10002.0
62634.0,605433.0,Je recommande vivement  qualité et prix [APPRECIATION] [BOUFFE],tiktok,Allechante,2026-01-02T21:30:53.973727,0.0,appreciation,,,,appreciation,,False,10002.0
62736.0,736563.0,Quel endroit,tiktok,Allechante,2026-01-02T21:30:55.613329,0.0,,,appreciation,,,,False,10002.0
63070.0,474749.0,وقولهم حبة ملفاي خمسمية الف,tiktok,Allechante,2026-01-02T21:31:04.202441,0.0,,,,,complaint,,False,10002.0
63062.0,605859.0,متنساوش وصاوكم غي لي جايين من خارج وطن حنا خاطي,tiktok,Allechante,2026-01-02T21:31:03.371154,0.0,,,,,,,True,10002.0
63110.0,606076.0,جيبيلنا حاجة شابة و رخيسة,tiktok,Allechante,2026-01-02T21:31:05.048393,0.0,,,,,,,True,10002.0
62526.0,999917.0,Meilleure endroit f wahran pour moi 10/10  [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:51.792725,4.0,,,appreciation,,,,False,10002.0
62710.0,214189.0,quand c'est positif on le dit et quand c'est négatif on le dit aussi,tiktok,Allechante,2026-01-02T21:30:54.860455,1.0,,,,,,,True,10002.0
62748.0,214541.0,les prix sont comment ?,tiktok,Allechante,2026-01-02T21:30:55.677931,0.0,,,inquiry,,,,False,10002.0
62524.0,355765.0,اسعار مليحة و القعدة شابة بزاف صراحة ما تندموش,tiktok,Allechante,2026-01-02T21:30:51.792722,0.0,,,appreciation,,appreciation,,False,10002.0
63082.0,750035.0,واش حلاك مدخل يلي مزوق من برا,tiktok,Allechante,2026-01-02T21:31:04.202460,0.0,,,,,,,True,10002.0
62670.0,881364.0,صح  في دراهم شحال مشي تدخل وتحصل,tiktok,Allechante,2026-01-02T21:30:54.725075,0.0,,,,,inquiry,,False,10002.0
62580.0,226702.0,endroit chbb dkhlt même les prix raisonnable,tiktok,Allechante,2026-01-02T21:30:53.140170,0.0,,,appreciation,,appreciation,,False,10002.0
62500.0,131640.0,les gens négatifs rester chez vous l Algérie à besoin de gens positifs qui aiment leur pays et qui laissent de bons commentaires,tiktok,Allechante,2026-01-02T21:30:49.256867,222.0,,,,,,,True,10002.0
62708.0,394558.0,"Vous avez pas vu le prix d’un trompe-l’œil à 450 dinars , même c’est très abusé",tiktok,Allechante,2026-01-02T21:30:54.860454,2.0,,,,,Complaint,,False,10002.0
63096.0,529126.0,مزية قلتلي من خارج الوطن خاطرش لي في داخل الوطن ما يقدوش لهادوك الاسعار بالدولار و الاورو و ياربي,tiktok,Allechante,2026-01-02T21:31:04.202479,0.0,,,,,Complaint,,False,10002.0
63124.0,660436.0,زدمة خوتي,tiktok,Allechante,2026-01-02T21:31:05.048406,0.0,,,,,,,True,10002.0
62658.0,923239.0,ماشاء الله بالتوفيق,tiktok,Allechante,2026-01-02T21:30:54.049944,1.0,,,,,,,True,10002.0
62756.0,136837.0,"pas trop, le service super long",tiktok,Allechante,2026-01-02T21:30:55.677942,0.0,Complaint,Complaint,,,,,False,10002.0
63040.0,661536.0,pourquoi les Tramp l'oeil sont minuscule,tiktok,Allechante,2026-01-02T21:31:03.370947,0.0,Complaint,,,,,,False,10002.0
62672.0,925021.0,"J’y suis allé, j’ai beaucoup aimé personnel au top",tiktok,Allechante,2026-01-02T21:30:54.725077,2.0,,,Appreciation,,,Appreciation,False,10002.0
62534.0,794581.0,les prix j'imagine qu'ils sont pas raisonnable,tiktok,Allechante,2026-01-02T21:30:51.792736,0.0,,,,,Complaint,,False,10002.0
63100.0,139319.0,شحال عطاوك,tiktok,Allechante,2026-01-02T21:31:04.202482,0.0,,,,,inquiry,,False,10002.0
62552.0,925759.0,J’ai validé c’est le meilleur  [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:51.792760,2.0,,,Appreciation,,,,False,10002.0
63088.0,140029.0,"le mot clé de la vidéo ""ننصح الناس لي جايين من خارج الوطن"" بالعربية عندك اورو ارواح، ولا حمي جيبك مليح خاطر كما يقولو tu VAS laisser de plumes",tiktok,Allechante,2026-01-02T21:31:04.202465,0.0,,,,,Complaint,,False,10002.0
62530.0,665190.0,"Le prix est très élevé par rapport à certains et les sièges sont élégants, Dieu merci.",tiktok,Allechante,2026-01-02T21:30:51.792730,3.0,,,,,Complaint,,False,10002.0
62494.0,799750.0,حنا غي نشوفو,tiktok,Allechante,2026-01-02T21:30:49.256856,4.0,,,,,,,True,10002.0
62678.0,801281.0,Très belle boulangerie  [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:54.725084,1.0,,,Appreciation,,,,False,10002.0
63106.0,277118.0,وين حمبوك بعثلي نمرو ديالكم,tiktok,Allechante,2026-01-02T21:31:05.048381,0.0,,,Inquiry,,,,False,10002.0
62540.0,278014.0,سعر في متناول برات بيب,tiktok,Allechante,2026-01-02T21:30:51.792744,3.0,,,,,Complaint,,False,10002.0
63044.0,671369.0,TROP D’ATTENTE ? C’EST MORT  J’IRAIS PAS ! [COMPLAINT],tiktok,Allechante,2026-01-02T21:31:03.370952,1.0,,complaint,,,,,False,10002.0
62574.0,673823.0,الله يبارك هذي حومتي من نجي أنشأ الله نجي عندكم تهلو فينا,tiktok,Allechante,2026-01-02T21:30:53.140160,0.0,,,,,,,True,10002.0
62518.0,804982.0,je valide surtout les serveurs morceaux de sucre le service rapide je donne 10/10 [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:51.792712,8.0,Appreciation,Appreciation,Appreciation,,,Appreciation,False,10002.0
63026.0,150683.0,Vraiment magnifique bravo et bonne continuation  [APPRECIATION],tiktok,Allechante,2026-01-02T21:31:02.524617,0.0,,,Appreciation,,,,False,10002.0
62694.0,544371.0,ما شاء الله ربي يبارك   [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:54.860444,2.0,,,,,,,True,10002.0
62578.0,938684.0,من فضلك و ليسكن داخل الوطن يقدر يجي,tiktok,Allechante,2026-01-02T21:30:53.140167,0.0,,,,,,,True,10002.0
62570.0,545610.0,ويلاقونا كيما لاقوك ولالا,tiktok,Allechante,2026-01-02T21:30:53.140153,0.0,,,,,,,True,10002.0
62608.0,545932.0,صراحة بلاصة شابة بزااااف حيدرة ترجع لمرتبة 2 بون كوراج,tiktok,Allechante,2026-01-02T21:30:53.187043,1.0,,,appreciation,,,,False,10002.0
62636.0,548650.0,الأكلات المسرطنة très professionnel,tiktok,Allechante,2026-01-02T21:30:53.973729,0.0,Complaint,,,,,Appreciation,False,10002.0
62638.0,943012.0,تعملون عيد ميلاد,tiktok,Allechante,2026-01-02T21:30:53.973732,1.0,,,,,,,True,10002.0
63122.0,812348.0,داخل الوطن نهزو الشمع لجماعة خارج الوطن. أفريقيا,tiktok,Allechante,2026-01-02T21:31:05.048404,0.0,,,,,,,True,10002.0
63090.0,551402.0,من خارج وطن علاه لي في وطن قالولك راهم حافرينا قبر في بلادنا وعايشين غاية,tiktok,Allechante,2026-01-02T21:31:04.202473,0.0,,,,,,,True,10002.0
62714.0,289312.0,magnifiques  [APPRECIATION],tiktok,Allechante,2026-01-02T21:30:54.860458,1.0,,,appreciation,,,,False,10002.0
62734.0,289462.0,les prix  [PRICE],tiktok,Allechante,2026-01-02T21:30:55.613327,0.0,,,,,Inquiry,,False,10002.0
62722.0,683405.0,en face les centres quoi ? .,tiktok,Allechante,2026-01-02T21:30:55.613310,0.0,,,inquiry,,,,False,10002.0
62706.0,159253.0,Si c’est cher pour vous allez à la boulangerie pâtisserie de votre quartier,tiktok,Allechante,2026-01-02T21:30:54.860452,3.0,,,,,,,True,10002.0
63092.0,815624.0,مزيا نصحتي ناس خارج الوطن لخطر بالاورو,tiktok,Allechante,2026-01-02T21:31:04.202475,0.0,,,,,,,True,10002.0
63054.0,815976.0,معجبنيش لبارح كنت عندهم,tiktok,Allechante,2026-01-02T21:31:03.371145,0.0,,,complaint,,,,False,10002.0
63072.0,161637.0,والسعر مهدرتيش عليه,tiktok,Allechante,2026-01-02T21:31:04.202448,0.0,,,,,Inquiry,,False,10002.0
62740.0,292828.0,Salaire algérien prix suisse,tiktok,Allechante,2026-01-02T21:30:55.613335,0.0,Complaint,,,,Complaint,,False,10002.0
62548.0,687392.0,Tout est bon,tiktok,Allechante,2026-01-02T21:30:51.792754,1.0,appreciation,,,,,,False,10002.0
497566.0,66202.0,essaye le Restaurant mauritania au centre ville juste avant le tricolore de la grande poste,tiktok,Ambassadeurs,2026-01-02T21:47:49.680031,0.0,,,,,,,True,10003.0
502991.0,66230.0,Le dressage est magnifique,tiktok,Ambassadeurs,2026-01-02T21:47:50.513394,0.0,appreciation,,,,,,False,10003.0
903508.0,66198.0,Et quel est le meilleur restaurant pour toi à Oran ? Merci pour ton partage,tiktok,Ambassadeurs,2026-01-02T21:47:49.680026,0.0,,,,,,,True,10003.0
782513.0,66214.0,Bonjour peut on manger dans ce restaurant sans passer la nuit à l’hôtel,tiktok,Ambassadeurs,2026-01-02T21:47:49.680045,1.0,,inquiry,,,,,False,10003.0
