final_id,comment_text,comment_id,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope
163214.0,عنابة زرتها في 2024 عجبتني بزاف,60250.0,tiktok,@seraidi.live.z,2026-01-02T21:22:46.348986,0.0,,,,,,,True
818598.0,مشاء اله والله سومة معقولة [APPRECIATION],55934.0,tiktok,@mfood.annaba,2026-01-02T21:14:13.776300,2.0,,,,,appreciation,,False
687534.0,Hajer Hajer راك آآوت السومون وحدو فوق 600الف الكيلو,11428.0,Facebook,Restaurant San Benito,2025-07-27T22:07:59.000Z,0.0,,,,,,,True
687545.0,الله إبارك ربي حفظكوم,11010.0,Facebook,Restaurant Casa Bella - Draria,2025-07-30T22:29:45.000Z,0.0,,,,,,,True
163264.0,c'est le meilleur  [BOUFFE],52942.0,tiktok,@patisserie_annaba,2026-01-02T21:04:18.982310,1.0,appreciation,,,,,,False
556483.0,Une grosse déception ce jour. J'ai déjeuné avce mon épouse ce vendredi au restaurant. Nous avons été victime d'une intoxication alimentaire suivi de vomissements. J'ai appelé le restaurent. Ils se sont excusés. Ils m'ont demandé de leur laisser mes coordonnées pour me rappeler . Le mal est déjà fait.,3355.0,Google Maps,تاج محل بن عكنون,2016-04-08T22:21:53.497Z,3.0,complaint,,,,,,False
949713.0,Imla 9outli classe ahe ahhhe ah,71092.0,tiktok,@paradou_restaurant,2026-01-02T22:04:58.186454,0.0,,,,,,,True
294354.0,عيطلي,13321.0,Facebook,Restaurant San Benito,2025-10-13T11:43:30.000Z,0.0,,,,,,,True
949726.0,"un plat pour minimum 4 personnes je trouve ça correct, même pour ceux qui vivent et travaillent en Algérie",44212.0,tiktok,@dzforestrestaurants,2026-01-02T20:11:41.303489,0.0,appreciation,,,,,,False
818656.0,شوفو صفحة تعي انا نخدم نفس الشي,32190.0,tiktok,@entracte,2026-01-02T19:14:36.058788,1.0,,,,,,,True
818657.0,officiel  [RECOMMENDATION],49628.0,tiktok,@kik.sfood21,2026-01-02T20:41:15.942436,1.0,,,,,,,True
294370.0,خامج وبنين [APPRECIATION] [BOUFFE],42254.0,tiktok,@street_food,2026-01-02T19:58:03.681388,0.0,appreciation,,,,,,False
425451.0,وين هدي عنابة وين,52276.0,tiktok,@uncles_burger_dz,2026-01-02T21:03:28.158439,0.0,,,inquiry,,,,False
163312.0,En maroc et à longtemps,37734.0,tiktok,@kfc,2026-01-02T19:39:19.608361,2.0,,,,,,,True
294387.0,Trop de sucre win biha!,535.0,instagram,"brother.ts
",2025-10-20T22:30:36.000Z,5.0,complaint,,,,,,False
818675.0,انجيو و اتدونا راح اتخلصو علينا و لا اعرايس عندكم,13628.0,Facebook,Restaurant San Benito,2025-12-30T18:41:28.000Z,0.0,,,,,,,True
949750.0,sais cher,35052.0,tiktok,@sinai,2026-01-02T19:28:04.343984,0.0,,,,,complaint,,False
818707.0,ربي يفوقكم [APPRECIATION],63392.0,tiktok,@santorino,2026-01-02T21:32:15.838780,1.0,,,,,,,True
163351.0,سامحني كليت كلش عندكم كلش بنين بصح اللوبيا تعكم 10/10,10035.0,Facebook,Restaurant Tabarka Annaba,2025-12-26T10:20:32.000Z,1.0,appreciation,,,,,,False
425499.0,Tres bon prix,36886.0,tiktok,@restaurant.madala,2026-01-02T19:34:40.863689,1.0,,,,,appreciation,,False
687658.0,"franchement la déco No Comment, superbe belle déco, la bouffe à revoir pas de goût la viande sèche.",22056.0,tiktok,@maison_sardoudi,2026-01-02T18:22:38.675967,0.0,complaint,,appreciation,,,,False
294450.0,"Simple le meilleurs restaurant indiens que j’ai goûter, des goûts délicieux jamais déçu toujours une bonne idée de manger chez vous.",3129.0,Google Maps,تاج محل بن عكنون,2023-02-24T17:12:59.008Z,0.0,,,,,,,True
425523.0,طفل لهي بارك,39026.0,tiktok,@iso_food,2026-01-02T19:40:42.718299,2.0,,,,,,,True
556610.0,comme bien le mètre carré,60166.0,tiktok,@seraidi.live.z,2026-01-02T21:22:44.123255,1.0,,,,,,,True
556611.0,نتعمن هاذي,38890.0,tiktok,@kfc,2026-01-02T19:39:59.232862,0.0,,,,,,,True
163397.0,"Le personnel est très aimable et professionnel, et les sandwichs sont délicieux",6991.0,Google Maps,American Burger said hamdine,2025-06-10T13:54:18.935Z,0.0,appreciation,,,,,appreciation,False
687685.0,Ouled Fayet gratuit ? liv,29440.0,tiktok,@elcuatro_burgers,2026-01-02T18:49:40.371777,0.0,,,,inquiry,,,False
818760.0,Umm the song is chinese?,1760.0,instagram,saikosushi_oran_restaurant,2024-10-23T16:39:12.000Z,0.0,,,,,,,True
949835.0,خلينا مالحوت قوليلنا نتي واش راكي,13618.0,Facebook,Restaurant San Benito,2025-12-20T12:50:34.000Z,0.0,,,,,,,True
425563.0,تجربة راءعة,3445.0,Google Maps,Caracoya,2023-11-04T10:33:14.670Z,0.0,appreciation,appreciation,appreciation,appreciation,appreciation,appreciation,False
294495.0,Les prix,66204.0,tiktok,@ambassadeurs,2026-01-02T21:47:49.680033,0.0,,,,,inquiry,,False
556641.0,J’aime trop il est trop humble qu’Allah fructifie son affaire  [APPRECIATION],45350.0,tiktok,@budz,2026-01-02T20:15:56.664382,0.0,,,,,,,True
294499.0,روني في بيلكور,42758.0,tiktok,@pizza_carre,2026-01-02T20:00:23.749224,6.0,,,,,,,True
425575.0,Des bon gâteaux,3896.0,Google Maps,L’Alchimiste Pâtisserie,2023-11-20T17:31:32.273Z,1.0,appreciation,,,,,,False
294514.0,تلعبيز داير حالة,52672.0,tiktok,@uncles_burger_dz,2026-01-02T21:03:39.748637,1.0,,,,,,,True
818811.0,très déçu pour le burger smash zadma kbira,46986.0,tiktok,@seven_burgers,2026-01-02T20:24:51.470817,0.0,complaint,,,,,,False
163475.0,"Le design du fast-food et l’ambiance de la terrasse sont chaleureux et agréables. Cependant, la qualité des plats n’est malheureusement pas au rendez-vous. Les frites sont servies avec trop d’huile, et la poutine à la viande avait un goût étrange et peu appétissant. Une expérience décevante dans l’ensemble. Il y a clairement des améliorations à apporter, notamment sur la qualité et la préparation des plats.",7284.0,Google Maps,American Burger Factory,2025-05-28T15:41:32.773Z,0.0,complaint,,appreciation,,,,False
556701.0,Un endroit sympa bien fréquenté mais déçu pas la cuisine et les prix viande pas du tout tendre un plat viande frite a 2800 dinars il aurait été préférable de faire un plat a ce prix avec plus de variétés légumes riz. ext et bien sûr une viande bien tendre!,2596.0,Google Maps,HichamCook Grill House,2023-12-08T14:45:06.960Z,0.0,recommendation,,appreciation,,complaint,,False
556702.0,Acceuil chalereux. espace propre. serveur sympa. mais les prix sont chers et les plats ne sont pas tres top coté goût.,3248.0,Google Maps,تاج محل بن عكنون,2019-07-28T12:06:47.619Z,1.0,complaint,,appreciation,,complaint,appreciation,False
687775.0,تلڨي باين عليك تموت على الدراهم,11178.0,Facebook,Restaurant Casa Bella - Draria,2025-07-27T12:44:06.000Z,0.0,,,,,,,True
949921.0,شيكور خاوتي,49068.0,tiktok,@chicks_nook,2026-01-02T20:40:07.206643,2.0,,,,,,,True
163502.0,le meilleur  [APPRECIATION],32382.0,tiktok,@restaurant_iceberg,2026-01-02T19:16:36.932748,0.0,appreciation,appreciation,appreciation,appreciation,appreciation,appreciation,False
949936.0,عمي حسان هوا الي فووور,13137.0,Facebook,Restaurant San Benito,2025-10-15T13:30:08.000Z,0.0,,,,,,,True
949939.0,أعمال :فرصة عمل جد مميزة من دارك ديري مداخيل أسبوعية لمهتمة تتواصل معايا في الخاص  [APPRECIATION],55628.0,tiktok,@askim_food,2026-01-02T21:13:34.598550,0.0,,,,,,,True
949941.0,المكان؟,16370.0,tiktok,@soltane.el.kababe,2026-01-02T18:08:23.862074,2.0,,,inquiry,,,,False
687801.0,looks magnificent,61212.0,tiktok,@la.criee,2026-01-02T21:24:45.600240,1.0,,,,,,,True
425680.0,prk ta pas parlé des prix ? pour 2 personnes 5000da,22138.0,tiktok,@maison_sardoudi,2026-01-02T18:22:40.358779,0.0,,,,,complaint,,False
163536.0,تطور في بيتزا ياك,47454.0,tiktok,@street_food,2026-01-02T20:31:33.634749,0.0,,,,,,,True
294610.0,Yahia Scuadra أيا روح قاتلك نقلشك ههه‍ههه,13425.0,Facebook,Restaurant San Benito,2025-10-13T18:55:10.000Z,1.0,,,,,,,True
818900.0,je confirme c'est le meilleur fi annaba,52936.0,tiktok,@patisserie_annaba,2026-01-02T21:04:18.982288,1.0,appreciation,appreciation,appreciation,appreciation,appreciation,appreciation,False
687829.0,le meilleur rien a dire,24660.0,tiktok,@laturquoisehotel,2026-01-02T18:30:26.774687,0.0,appreciation,appreciation,appreciation,appreciation,appreciation,appreciation,False
556763.0,بعتني ليك جولد روجر,53734.0,tiktok,@guellil._.tasnim,2026-01-02T21:08:11.755074,3.0,,,,,,,True
818909.0,كلش باطل باين بلي بنينة,21548.0,tiktok,@triple_,2026-01-02T18:22:12.076129,0.0,appreciation,,,,appreciation,,False
687845.0,pas cher du tout c énormes faut être 2 pour manger ça 1 burgers me suffirait .,40606.0,tiktok,@woodchickendz,2026-01-02T19:45:54.995936,0.0,appreciation,,,,appreciation,,False
294630.0,كليت عندهم ما شاء الله النقاوة و حسن الاستقبال و البنة قاع حاضرين,65630.0,tiktok,@anas_food,2026-01-02T21:45:22.471851,2.0,appreciation,,appreciation,,,appreciation,False
163560.0,الوليمة طبعا,59276.0,tiktok,@maestro_dz13,2026-01-02T21:21:27.203049,0.0,,,,,,,True
425707.0,الله بيارك فيك  [APPRECIATION],45884.0,tiktok,@ifood_31,2026-01-02T20:18:09.131443,0.0,,,,,,,True
687852.0,Klit ando 2 fois ki kan house of burger ou drk wla uncle’s burger mcho mliiih khlah y3yef hacha na3met rabii poutine cv l,52664.0,tiktok,@uncles_burger_dz,2026-01-02T21:03:39.748630,11.0,complaint,,,,,,False
818930.0,وشمن ولاية,17146.0,tiktok,@casa_burger1,2026-01-02T18:11:29.349459,0.0,,,inquiry,,,,False
818931.0,Très beau,31936.0,tiktok,@entracte,2026-01-02T19:14:28.267677,0.0,,,,,,,True
163572.0,"accès facile à partir de l'autoroute et espace de parking gratuit, un service impeccable, des serveurs attentifs et à l'écoute, le problème c'est le food ! Je n'ai pas aimé le goût malheureusement, très moyen : pizza fermière et pasta râtées.",4512.0,Google Maps,هشام كوك بيتزا,2023-12-29T14:16:02.046Z,0.0,complaint,,appreciation,,,appreciation,False
163576.0,"J'étais agréablement surprise, pizza sauce gruyère est vraiment délicieuse, ça un goût special et unique faut dire la vérité Même le reste des plats c t trop boooon",4608.0,Google Maps,Hicham cook pizza pasta,2025-11-09T18:54:43.610Z,0.0,appreciation,,,,,,False
687869.0,"suggest it for everyone, tacos is really delicious here",8297.0,Google Maps,American Burger Factory,2024-07-21T20:32:40.341Z,0.0,appreciation,,,,,,False
294660.0,نتا اخدم ربي يعينك اما جات في بالي هذاك المسكين ليخدم ب ميات الف كيفاش يخدم خمس يام باش يتعشى ليلا ياحليل ناس  [COMPLAINT] [PRICE],10481.0,Facebook,Dz Forest Restaura,2025-10-13T13:52:12.000Z,0.0,,,,,complaint,,False
425736.0,"Absolutely recommended, i took doubled egg burger, which was absolutely mouth-watering, fries were so crunchy and oil-free! the staff were so nice; when we asked for the dressings, they brought us all of them! However, it’s somehow hard to park there [APPRECIATION]",8241.0,Google Maps,American Burger Factory,2024-10-19T12:03:33.340Z,0.0,appreciation,,,,,appreciation,False
425737.0,les prix sont extravagant,27188.0,tiktok,@ambiance_telemcen,2026-01-02T18:41:26.498561,0.0,,,,,complaint,,False
556808.0,انا نشتيه بصح يقلقني غير هذاك البيض لي يبقا مش طايب,54626.0,tiktok,@mr._brik,2026-01-02T21:11:17.625839,0.0,appreciation,,,,,,False
294665.0,"This store has an excellent fine pastry, it sells portions and also cakes for birthdays or family consumption",3897.0,Google Maps,L’Alchimiste Pâtisserie,2023-10-23T10:47:16.978Z,0.0,appreciation,,,,,,False
425745.0,"Poutine c'est mon péché mignon mais les dernières temps les frites rendent le goût désagréable, ce qui est des burgers le forest yummyyyyy mon préféré",7960.0,Google Maps,American Burger said hamdine,2022-01-17T09:21:38.720Z,0.0,appreciation,,,,,,False
294675.0,ربي يسهلكم خويا . بإذن الله راك ناجح . لنا زيارة قريبة  [APPRECIATION],53296.0,tiktok,@piadzo_food23,2026-01-02T21:07:09.087755,1.0,,,,,,,True
425769.0,"Des sandwichs et tacos super bon , je vous conseille vivement",7759.0,Google Maps,American Burger said hamdine,2023-06-14T19:01:45.602Z,0.0,appreciation,,,,,,False
818996.0,لاحول ولا قوة الا بالله العلي العظيم,57748.0,tiktok,@_le216_,2026-01-02T21:17:31.501466,0.0,,,,,,,True
950074.0,Good one,8798.0,Google Maps,American Burger Factory,2019-04-12T17:27:47.093Z,2.0,,,,,,,True
294725.0,العسكري الانيق والله يا اخي زوالي كيفي كيفكم وهدرت عالسعر مشي عالطابلة وماقالكش ارواح كول ذراع عندك مرحبا معندكش ربي يخلف ماتعلقوش عالناس ولا كلاتكم اشرو دوا تع الدود ساهلة والله,9927.0,Facebook,Dz Forest Restaura,2025-10-13T01:37:30.000Z,0.0,,,,,,,True
425800.0,وشراك حسان كاش زلابية,11574.0,Facebook,Restaurant San Benito,2025-08-26T10:00:56.000Z,0.0,,,,,,,True
556873.0,نجو ليك نشاله,24284.0,tiktok,@spotter.dz,2026-01-02T18:27:31.753258,0.0,,,,,,,True
687944.0,زيد قولهم أسعار في متناول محرز و جماعة,19118.0,tiktok,@helena,2026-01-02T18:16:28.398031,1.0,,,,,complaint,,False
819032.0,علاه خاطر فالدار ما يستخدموش زبت المحركات,42362.0,tiktok,@street_food,2026-01-02T19:58:06.183248,0.0,,,,,,,True
294746.0,جيد جربناه بس احس يبغالهم يحسنون الطعم شوي ، لكل بشكل عام لذيذ 8/10,34378.0,tiktok,@taylot,2026-01-02T19:23:38.797978,0.0,recommendation,,,,,,False
556893.0,"Le restaurant indien de référence sur Alger, très propre, calme, ambiance zen, mes préférés sur le menu le butter Grévy, peas Pulao, mixette de viandes et le pain au fromage, je dois mentionner qu'on y trouve les serveurs les plus professionnels et les plus attentifs, service irréprochable, BRAVO",3185.0,Google Maps,تاج محل بن عكنون,2021-10-18T19:38:25.358Z,2.0,appreciation,appreciation,appreciation,,,appreciation,False
556894.0,نحسو تاع نسا,19420.0,tiktok,@helena,2026-01-02T18:16:42.933002,0.0,,,,,,,True
819043.0,مش غير عندو برك هذا انا كليتو عند shill &grill,52328.0,tiktok,@uncles_burger_dz,2026-01-02T21:03:29.230234,1.0,,,,,,,True
687977.0,ربي معاك خويا  [APPRECIATION],51772.0,tiktok,@quick_bite,2026-01-02T21:01:58.708723,1.0,,,,,,,True
294768.0,le culot à l état pur,16934.0,tiktok,@user5834669559361,2026-01-02T18:10:51.232487,1.0,,,,,,,True
294770.0,كنت باغي نجي مين نتيا تم والله منجي,13518.0,Facebook,Restaurant San Benito,2025-12-30T19:43:21.000Z,0.0,,,,,,,True
687987.0,"WORST EXPERIENCE On était avec mes potes, 5 personnes, y a environ 2semaines. Des notre entrée whoma darbinha b wahed teshnifa jsp pk mais genre hagrinna comme si qu on peut pas payer zaema comme on avait l’air un peu jeunes =20 21. Les autres clients avaient l’air d’hommes d’affaires, et eux, ils les laissaient tranquilles, mais ils tournaient tt le temps autour de la table ct tellement gênant Ils ont pris 30min pour les 2 pizzas et 2 pides et en plus ils ont commencé à débarrasser ce qu’on mangeait encore, ils ont commencé à nettoyer notre tables Mon amie n’avait même pas fini son assiette, elle était tt pleine l assiette, le serveur l’a prise sans rien dire, puis lui a demandé : ah vs avez terminé mme! c’était choquant, vraiment. Encore ils ont commencé à essuyer notre table alors qu'on était tjrs assises et certaines mangeait encore , ils nous ont clairement fait comprendre qu’on devait partir Franchement, lmakla n était pas de ouf. Une des pizzas kanet vraiment trop salée(poulet, je crois), et le reste… rien de spécial. DONT GO",5134.0,Google Maps,Casbah Istanbul القصبة اسطنبول,2025-07-11T01:39:10.117Z,1.0,complaint,complaint,,,,complaint,False
425853.0,مع ديزاد فوراست تاكل راسك كل اثنين,10103.0,Facebook,Dz Forest Restaura,2025-10-13T16:48:14.000Z,2.0,,,,,complaint,,False
556927.0,الحمد لله mais c’était la première et la dernière fois !,17716.0,tiktok,@le_dauphin_restaurant,2026-01-02T18:13:51.363558,1.0,complaint,complaint,complaint,complaint,complaint,complaint,False
294796.0,wach habit at9ol filet de poulet  ch7al tzido a3liha,49326.0,tiktok,@chicks_nook,2026-01-02T20:40:20.804426,0.0,,,,,,,True
294797.0,وين بلاصة فاتحة في باريس,35728.0,tiktok,@sinai,2026-01-02T19:28:24.503544,0.0,,,inquiry,,,,False
688016.0,مشاءالله,39002.0,tiktok,@iso_food,2026-01-02T19:40:40.364660,0.0,,,,,,,True
163729.0,m foud,59628.0,tiktok,@maestro_dz13,2026-01-02T21:21:37.792083,0.0,,,,,,,True
425872.0,Khasou ydirelna harissa brk  [COMPLAINT],1852.0,instagram,snacky_time_kouba,2025-06-08T20:32:49.000Z,1.0,complaint,,,,,,False
556948.0,il est beau mais la bouffe est catastrophique,71710.0,tiktok,@opium,2026-01-02T22:10:13.798955,0.0,complaint,,appreciation,,,,False
294810.0,"Cuisine excellente, service un peu lent le soir, une file d'attente à l'entrée surtout les soirs de weekend, plutôt bruyant. Mais ça en vaut le coup",6463.0,Google Maps,Casbah Istanbul,2018-03-01T12:28:45.526Z,2.0,appreciation,complaint,complaint,,,,False
688030.0,"Excellent restaurant propre et bien décoré, service rapide, personnel très courtois et au petit soin, plats généreusement servis et bien soignés, je recommande vivement.",7547.0,Google Maps,Restaurant À Petit Feu,2024-04-25T21:14:25.640Z,1.0,appreciation,appreciation,appreciation,,,appreciation,False
688037.0,نصلي العشاء انتاعي و ندعي ربي,66078.0,tiktok,@restaurant_mani,2026-01-02T21:47:15.239268,0.0,,,,,,,True
819113.0,الوليمة راني فالمحل مرحبا بيكم كامل في كل وقت,59002.0,tiktok,@maestro_dz13,2026-01-02T21:21:22.102210,0.0,,,,,,,True
163770.0,جيت البارح قليتوا في حالة ناقص فرماج خلاه ماشي تع 65 ألف زعما سبيسيال,51662.0,tiktok,@mfood.plus,2026-01-02T21:01:24.075552,0.0,,,,,complaint,,False
819132.0,الاسعار باينة تخلع,67914.0,tiktok,@kartaj_oran,2026-01-02T21:53:22.675417,0.0,,,,,complaint,,False
294851.0,كيما في الفيديو؟,55992.0,tiktok,@mfood.annaba,2026-01-02T21:14:16.148171,0.0,,,,,,,True
557000.0,يا خويا تحيا الجزائر ولاكن في العالم ماكاش مطعم بخمسة نجوم هذي معلومة بكل تواضع le guide Michelin s'arrête à trois étoiles  [RECOMMENDATION],17668.0,tiktok,@seven.times.luxury,2026-01-02T18:13:18.308924,0.0,,,,,,,True
950218.0,في بسكرة,27844.0,tiktok,@thala,2026-01-02T18:45:06.606593,0.0,,,,,,,True
557004.0,"Nous étions un groupe de 9 adultes et 2 enfants. Tout était parfaitement préparé pour notre arrivée, ce qui nous a beaucoup plu. Les plats étaient très bons, surtout le poulet à la crème fraîche et les jus pressés qui étaient excellents ! Seul petit bémol : la viande rouge était un peu dure. Mais à part cela, nous avons passé un très bon moment. Le service était attentionné et chaleureux. Le chef (Hicham Cook) est même venu nous saluer et s’assurer que tout se passait bien, ce qui a rendu l’expérience encore plus agréable. Une adresse que nous recommandons vivement ! ”",2306.0,Google Maps,HichamCook Grill House,2025-09-26T16:02:45.553Z,0.0,appreciation,appreciation,appreciation,,,appreciation,False
688080.0,Donner l'adresse où la position,9261.0,Facebook,Dz Forest Restaura,2025-10-13T18:15:50.000Z,0.0,,,inquiry,,,,False
425938.0,من بعد تدخل عندهم بدولار تخرج بدينار,13432.0,Facebook,Restaurant San Benito,2025-10-17T19:55:50.000Z,0.0,,,,,complaint,,False
950229.0,"They have a nice meaty pie, I can not call that pizza, but its good",4947.0,Google Maps,Hicham cook pizza pasta,2020-02-19T21:45:32.477Z,1.0,appreciation,,,,,,False
294871.0,Je ne comprends pas hed les pubs sans donner le noms du restaurant.,15494.0,tiktok,@fouka.marine,2026-01-02T18:07:36.650667,4.0,,,,,,,True
557015.0,ehhh tfakart Yamat LA COUPOLE  le bon vieux temps,14154.0,tiktok,@les_jumelles,2026-01-02T18:01:20.508931,2.0,,,,,,,True
425948.0,"Pizza très ordinaire comme tout les autres en plus cher, j'comprends pas pk ya bcp de monde , il a fait trop de publicité et on était déçu. Ya bcp mieux",4585.0,Google Maps,هشام كوك بيتزا,2023-12-07T20:18:58.241Z,6.0,complaint,,,,complaint,,False
688095.0,Vive 4 chemins,52076.0,tiktok,@rays_annaba,2026-01-02T21:03:10.725690,0.0,,,,,,,True
688101.0,نريد الأكل الجزاءري.,50994.0,tiktok,@broaster_chiken,2026-01-02T20:59:48.842392,3.0,,,,,,,True
557033.0,ماكلتهم شابة بزاف,44784.0,tiktok,@croustymood,2026-01-02T20:13:57.273718,1.0,appreciation,,,,,,False
163840.0,ع العموم أنا شفت بعض التعليقات انو هذا تراث تونسي بصح هوما مو عارفين انو اي منطقة ساحلية يكون ستايلهم كذا ماشاء الله يجنن الديكور يارب الموفقية,56916.0,tiktok,@papillons827,2026-01-02T21:16:43.440848,1.0,,,appreciation,,,,False
557058.0,بسم الله ما شاء الله ربي يوفقكم و يباركلكم في تجارتكم و بارك في رزقكم ان شاء الله .,65728.0,tiktok,@anas_food,2026-01-02T21:45:25.223696,1.0,,,,,,,True
163850.0,Ont arrivent in sha allah,66416.0,tiktok,@barbecue_restaurant,2026-01-02T21:50:19.049092,0.0,,,,,,,True
819225.0,تخلص القعدة ماشي المكلة البنة زيرو,18120.0,tiktok,@casabelladraria,2026-01-02T18:14:53.728511,3.0,complaint,,,,,,False
688154.0,hhhhhhhhh plat tunisien et marocain 100%,25178.0,tiktok,@lovers_grill,2026-01-02T18:33:07.362111,0.0,,,,,,,True
950300.0,Bonne continuation amine le cassoulet révise hadja raw3a bravos,225.0,instagram,amine_la_cantine,2025-12-21T08:14:57.000Z,1.0,appreciation,,,,,,False
819229.0,مقاطعة kfc,38866.0,tiktok,@kfc,2026-01-02T19:39:57.510413,0.0,,,,,,,True
688157.0,الله يبارك شابة. انتي. والقروفاث.  [APPRECIATION],13886.0,Facebook,Restaurant San Benito,2025-12-16T23:21:37.000Z,0.0,,,,,,,True
557088.0,C est l’atelier de la ville à tizi,21646.0,tiktok,@maison_sardoudi,2026-01-02T18:22:29.923754,1.0,,,,,,,True
426017.0,ماتعجبنيش ماكلتهم الصراحة,56202.0,tiktok,@the_chef_house_23,2026-01-02T21:14:34.099112,0.0,complaint,,,,,,False
426026.0,"Grande diversité de plats, salades, viandes, poissons, pizzas, pâtes. Accueil chaleureux, service rapide et sympathique. Tout a été très bon mais les tiramisu Nutella et bueno sont incroyables !",6795.0,Google Maps,Restaurant À Petit Feu,2025-08-06T20:55:20.151Z,0.0,appreciation,appreciation,,,,appreciation,False
688170.0,غير الميلومج الأخير ب 1500 دج أي فيديو piège,11982.0,Facebook,Restaurant San Benito,2025-10-13T22:45:03.000Z,0.0,,,,,complaint,,False
557102.0,مارطو غالي + خطرات يحرقلك لحم مشي يشويه ملا مكانش كيما غريسي والياس من حيث معاملة وسعر,63668.0,tiktok,@silyon69,2026-01-02T21:33:11.371212,0.0,complaint,,,,complaint,,False
819257.0,عندي واحد خوا هذا شحال سومة خويا,39098.0,tiktok,@itchy_food,2026-01-02T19:41:07.242762,0.0,,,,,inquiry,,False
426043.0,service très agréable les serveurs très sympathique respectueux مشاء الله نعم تربية,6611.0,Google Maps,American Burger Factory,2025-10-15T13:24:34.677Z,0.0,,appreciation,,,,appreciation,False
426047.0,chaal tchakom et vous aimez les prénom français,63066.0,tiktok,@allechante,2026-01-02T21:31:03.371158,0.0,,,,,,,True
426055.0,Bon lacceuil dans ce fast food ete bien . la decoration et lambiance est superbe . mais pour cette fois ci le sandwitch prepare na pas ete a la hauteur de mes attente . on a commande ded sandwitch au poulet mais finalement il on mis du thon a la place et resultat les sadwitch avait un gout fade. cher cuisinier svp rester fidel o menu sur votre carte . merci.,8419.0,Google Maps,American Burger Factory,2024-01-14T12:05:07.995Z,0.0,complaint,,appreciation,,,appreciation,False
426061.0,Très bon mais très gras aussi,5206.0,Google Maps,Casbah Istanbul القصبة اسطنبول,2024-09-22T01:13:32.267Z,0.0,appreciation,,,,,,False
950353.0,خصت حاجة باش تزيان ليسطورو وتكتمل وهي أنا [BOUFFE],18336.0,tiktok,@helena,2026-01-02T18:16:10.235666,1.0,,,,,,,True
