final_id,comment_id,platform,source_name,comment_text,date,likesCount,Topic_REVIEWED,sentiment,intent,raw_text
16,38284,tiktok,@kfc,ساهلة قاطع,2026-01-02T19:39:30.621297,0,,,,ساهلة قاطع
17,49508,tiktok,@kik.sfood21,والله ياخوتي من لبريستيج بزاف نخاف لاندخل,2026-01-02T20:41:12.870552,1,,,,والله ياخوتي من لبريستيج بزاف نخاف لاندخل😅
18,22586,tiktok,@le_perchoir,Bordj kiffan c'était super bon,2026-01-02T18:25:08.690579,3,,,,Bordj kiffan c'était super bon
19,35510,tiktok,@sinai,Magnifique et encore frère tout les plats ne sont pas encore évoqué,2026-01-02T19:28:15.389410,1,,,,Magnifique 😍et encore frère tout les plats ne sont pas encore évoqué 😉
20,61520,tiktok,@denatelo_annaba,les prix très élevés plein de cafards par tout je vous jure,2026-01-02T21:25:08.387488,0,,,,les prix très élevés plein de cafards par tout je vous jure
21,12736,Facebook,Restaurant Rais,سندويتش صح يبان هايل ولذيذ ومقردع باللحم ولكن في نفس الوقت أكيد يقردع الجيب وهامش الربح فيه مبالغ فيه جدا لدرجة الهربة تسلك ههههه,2025-10-13T21:18:08.000Z,0,unknown,,,سندويتش صح يبان هايل ولذيذ ومقردع باللحم ولكن في نفس الوقت أكيد يقردع الجيب وهامش الربح فيه مبالغ فيه جدا لدرجة الهربة تسلك ههههه
22,12691,Facebook,Restaurant Rais,Walitou ri trawnou,2025-10-12T21:58:25.000Z,0,unknown,,,Walitou ri trawnou 🤢🤢🤢🤢
23,6995,Google Maps,American Burger Factory,"Nous avons été très déçus par notre passage dans ce restaurant hier soir. Voici notre retour d’expérience :

Les sandwichs étaient froids et sans aucun goût.

Suite à notre repas, trois personnes sur six de notre groupe sont tombées malades dès le lendemain matin : vomissements, diarrhée, fortes douleurs au ventre.

Il s’agit clairement d’une intoxication alimentaire.

Nous déconseillons fortement ce restaurant. À fuir absolument pour votre santé !",2025-07-14T10:20:10.580Z,0,unknown,,,"Nous avons été très déçus par notre passage dans ce restaurant hier soir. Voici notre retour d’expérience :

Les sandwichs étaient froids et sans aucun goût.

Suite à notre repas, trois personnes sur six de notre groupe sont tombées malades dès le lendemain matin : vomissements, diarrhée, fortes douleurs au ventre.

Il s’agit clairement d’une intoxication alimentaire.

Nous déconseillons fortement ce restaurant. À fuir absolument pour votre santé !"
24,1449,instagram,mimas_donuts,اففضضضضللل دونات فالججججججزززائر [APPRECIATION],2025-06-21T00:59:28.000Z,3,unknown,,,اففضضضضللل دونات فالججججججزززائر❤️😭😭😭😭😭😭😭
25,70938,tiktok,@paradou_restaurant,عرسنا فيها في 2002,2026-01-02T22:04:52.707337,1,,,,عرسنا فيها في 2002
26,1167,instagram,L’ENTRACTE,Les prix svp,2025-07-15T23:10:58.000Z,0,price,,,Les prix svp
27,57580,tiktok,@_le216_,راجلها نحسو نبحبهاش كيما حبها للمرحوم محمد ربي يرحمو حتى هي محبت حتى واحد من محمد الله يرحمو [APPRECIATION],2026-01-02T21:17:27.096168,1,,,,راجلها نحسو نبحبهاش كيما حبها للمرحوم محمد ربي يرحمو حتى هي محبت حتى واحد من محمد الله يرحمو🤲
28,2502,Google Maps,HichamCook Grill House,الطعام لذيذ وخدمة ممتاز اجواء روعه,2024-05-13T13:10:20.077Z,0,unknown,,,الطعام لذيذ وخدمة ممتاز اجواء روعه
29,59848,tiktok,@oscar_restaurant,c'est trop cher,2026-01-02T21:22:05.755980,0,,,,c'est trop cher
30,8647,Google Maps,American Burger Factory,"#American_Burger …..franchement je valide a 100% super bon
Service 10/10
Propreté…..",2022-01-11T18:57:15.654Z,0,"food,service,place",,,"#American_Burger …..franchement je valide a 100% super bon
Service 10/10
Propreté….."
31,16106,tiktok,@mardoum,رني هنا كي تغيبلك عيطلي,2026-01-02T18:08:03.913148,0,,,,رني هنا كي تغيبلك عيطلي 🤤
32,37110,tiktok,@restaurant.madala,prix abordable pas cher du tout au vue la delice des plats,2026-01-02T19:34:44.959958,2,,,,prix abordable pas cher du tout au vue la delice des plats
