final_id,comment_id,platform,source_name,comment_text,date,likesCount,Topic_REVIEWED,sentiment,intent
393438,10050,Facebook,Dz Forest Restaura,Abdou Mezaguer ن حتشون يماك القحبة مديرو في مك وتمسح فيك يا ديوث,2025-10-13T11:38:55.000Z,0,unknown,,
655590,5099,Google Maps,قصبة اسطنبول,"Ce restaurant est une véritable adresse coup de cœur. L’accueil est chaleureux et le service attentif, donnant l’impression d’être reçu comme un invité privilégié. Les plats sont savoureux, préparés avec des produits frais et présentés avec soin. L’ambiance, à la fois conviviale et élégante, donne envie de revenir encore et encore. Une expérience culinaire qui allie qualité, générosité et professionnalisme.",2025-08-12T14:36:37.313Z,0,"food,service,treatment",,
917749,10617,Facebook,Dz Forest Restaura,واش خليتي 500 رهي شهرية تاع الزوالي,2025-10-13T13:50:37.000Z,0,unknown,,
655617,62776,tiktok,@allechante,Comment sa se fait ces trop chere pour manger dans in restaurant a oran ces vraiment abusé ces fini on mange a la maison,2026-01-02T21:30:57.321129,1,,,
393474,10193,Facebook,Dz Forest Restaura,الناس في التعليقات ربي يهديكم تحسبو في رزقو,2025-10-13T20:16:37.000Z,0,unknown,,
655620,61164,tiktok,@la.criee,j ai testé rien n' a dire tout est parfait leur chef au top le personnel très accueillant je leurs souhaite une bonne continuation,2026-01-02T21:24:42.236937,5,,,
262410,10516,Facebook,Dz Forest Restaura,خليل رحماني هذاك حشاهالكم,2025-10-13T07:39:00.000Z,0,unknown,,
524559,50264,tiktok,@chapati_team,bon courage  [APPRECIATION],2026-01-02T20:59:01.076979,0,,,
131344,3572,Google Maps,Laurel Restaurant,"Très bon accueil, bon service juste un peu d’attente pour les plats",2025-12-17T20:29:11.639Z,0,"food,service,treatment",,
655636,10026,Facebook,Dz Forest Restaura,Hamid Le Grand تربى الصنم الرسول صلي الله عليه و سلم ليق تنقي روحك باه تهدر عليه مشي باه تسبو الخنثى,2025-10-13T11:50:15.000Z,0,unknown,,
655639,30254,tiktok,@rombalfood,Meilleur fast food  [APPRECIATION],2026-01-02T18:56:36.181225,0,,,
917788,31134,tiktok,@taylor,Un des meilleurs fast food que j’ai testé dans toute ma vie [APPRECIATION],2026-01-02T19:10:46.080508,2,,,
131358,72472,tiktok,@pont_hydra,on mange tout le temps depuis des années,2026-01-02T22:13:23.171472,1,,,
786719,7257,Google Maps,American Burger Factory,"The location shown on maps is for the old store (closed now), the new store is about 100 m up the same street. The restaurant is nice the food is good with large range of selection.",2025-06-01T08:59:48.427Z,0,food,,
393503,52132,tiktok,@uncles_burger_dz,الروتين بقداه مكانش فلموني؟,2026-01-02T21:03:25.013479,1,,,
262445,4746,Google Maps,Hicham cook pizza pasta,"vous êtes au top tout est bon je recommande votre pizza est magnifique ainsi que les tacoss , et rien a dire du sevice qui est au top aussi",2023-05-15T21:41:54.873Z,2,food,,
655667,5112,Google Maps,Casbah Istanbul القصبة اسطنبول,"Des saveurs particulières succulentes, je ne suis pas un grand mangeur mais là bas je termine mon assiette qui est très copieuse franchement. Le personnel est adorable avec mes enfants, ma femme et moi (faut dire qu'on est des habitués) Les WC sont propres, ça reflète l'hygiène générale. Dommage les écrans avec du sport un peu partout, perso j'ai horreur de ça, si c'est pour regarder du foot ou autre sport, je préfère aller dans un pub/café sportif. Bémol pour la cuisine : je ne prends jamais le poulet, mais ma femme/mes enfants en prennent de temps en temps et c'est souvent arrivé qu'il ne soit pas assez cuit.",2025-09-05T08:41:55.861Z,0,"food,service,treatment",,
393538,4333,Google Maps,هشام كوك بيتزا,ماشاء الله هشام كوك غني عن المدح جو روعة وأكل أروع والتنظيم اروع واروع,2024-05-24T16:01:12.634Z,0,unknown,,
524611,3847,Google Maps,L’Alchimiste Pâtisserie,Très bon gâteau cœur rouge pistache framboise pour l'anniversaire de ma mère,2025-04-23T23:34:00.846Z,0,food,,
131416,43206,tiktok,@le_122,meilleure plat w meilleur serveur kadiiir [APPRECIATION],2026-01-02T20:04:06.046419,2,,,
262494,7871,Google Maps,American Burger said hamdine,Bonne bouffe acueuil pas terrible,2022-06-16T18:15:35.051Z,0,food,,
786784,53732,tiktok,@guellil._.tasnim,جربتو هههه خاصة الملفوف بنة بنة  [APPRECIATION] [RECOMMENDATION],2026-01-02T21:08:11.755072,2,,,
131432,23900,tiktok,@leonard_restauran,hier j'ai feté mon anniversaire dans ce restaurant vraiment c merveilleux une bonne ambiance et très belle soirée je remercie tout le personnel,2026-01-02T18:27:06.380578,1,,,
917865,26818,tiktok,@seven.times,اذا بدك منروح,2026-01-02T18:39:13.736961,0,,,
524655,8245,Google Maps,American Burger Factory,"Le burger était vraiment bon et grand, le personnel était très sympathique. Merci!",2024-10-16T20:53:28.039Z,0,"food,treatment",,
917873,29280,tiktok,@elcuatro_burgers,livraison l ain taya Allah ystrk est ce Kayn wla NN w chhal ! ?,2026-01-02T18:49:36.985401,0,,,
524660,57906,tiktok,@_le216_,Avec l’huile de live c’est délicieux,2026-01-02T21:17:34.317867,0,,,
524661,60326,tiktok,@seraidi.live.z,Algeria always the Best [APPRECIATION],2026-01-02T21:22:47.965517,0,,,
917892,36650,tiktok,@memelkateelkabda,كي نجي نجيب معايا فيدو ونجي,2026-01-02T19:33:59.570045,24,,,
262537,42272,tiktok,@street_food,تضربه مع هذ السخانة سيبطار ديراكت,2026-01-02T19:58:03.681401,0,,,
917900,55692,tiktok,@mfood.annaba,غدوا نكون عندك بصح وين وين مسجد الرحمان كاين حوانت ياسر لتما تع ليبوكس,2026-01-02T21:14:06.968823,1,,,
786838,64500,tiktok,@cintra,en tous cas vive l algerie indépendante on est fiers d étre algériens paix et miséricorde a nos valeureux chouhadas. . [APPRECIATION],2026-01-02T21:34:51.788238,1,,,
393622,3663,Google Maps,Laurel Restaurant,"Ma terrasse préférée à Alger centre. Située à Audin, et bien décorée ( Bois, lumières, plantes). Les tables sont espacées et les sièges sont confortables. Le service est bon : serveurs chaleureux et sympathiques, aux petits soins. Musique bien choisie : acid jazz, lounge music, electronica. La bouffe et les soft cocktails sont bons.",2025-06-29T13:19:50.407Z,0,"food,service,treatment",,
524697,4584,Google Maps,هشام كوك بيتزا,غالي بزززاف,2023-12-08T17:09:58.288Z,0,unknown,,
917914,7116,Google Maps,American Burger Factory,"Les prix étaient exorbitants pour la qualité des plats, nous nous sommes sentis arnaqué cela a gâché notre soirée nous avons été déçus car nous attendions beaucoup de ce berger. Concernant l'accueille 10/10",2025-06-18T07:07:32.488Z,0,"price,food,treatment",,
917918,8627,Google Maps,American Burger Factory,C'est bon mais le service très lent,2022-05-13T15:00:53.844Z,2,"food,service",,
262565,1833,instagram,sinai.dz,On fait de la pub et on masque le prix du buffet?,2025-03-16T16:52:19.000Z,1,price,,
786854,39838,tiktok,@streetburger02,انت خدمتها خير من فرنسا حنا كترونا غير الرز [APPRECIATION],2026-01-02T19:43:58.833987,7,,,
655797,56296,tiktok,@the_chef_house_23,كي نتفكر قرعة تع الماء بعشرين الف في شابي يرقد جنبي,2026-01-02T21:14:39.906274,0,,,
131527,4250,Google Maps,هشام كوك بيتزا,"Finally a restaurant where you can find a real Neapolitan pizza! Room manager, who also acts as a waiter, friendly and smiling, fast service, free parking, easy access, . I highly recommend.",2024-08-12T12:56:29.892Z,0,"food,service",,
131537,6522,Google Maps,American Burger Factory,Hamburger sans aucun goût,2025-12-17T20:47:31.732Z,0,unknown,,
655831,34844,tiktok,@sinai,Bravo c’est Manifique  [APPRECIATION],2026-01-02T19:27:59.292580,1,,,
262616,16710,tiktok,@user5834669559361,Logique,2026-01-02T18:10:46.252475,0,,,
524768,16420,tiktok,@soltane.el.kababe,المكان. بالضبط,2026-01-02T18:08:26.876208,0,,,
917986,6496,Google Maps,Restaurant À Petit Feu,"Restaurant sympa, cadre très beau, cuisine parfaite je recommande absolument",2025-11-07T19:11:47.352Z,0,unknown,,
917992,67364,tiktok,@bladi_oran,مشاء الله ربي. يبارك,2026-01-02T21:51:44.633951,0,,,
655852,14692,tiktok,@les_jumelles,jma3at yadra les prix ! c'est clair que le restaurant est réservé à une certaine frange de la société,2026-01-02T18:01:35.129715,4,,,
262642,7443,Google Maps,Restaurant À Petit Feu,C'était trop bon et le service était excellent.,2024-07-13T01:14:07.186Z,0,"food,service",,
524800,10637,Facebook,,الزوالي  ٱوي هدي هي سنة الحياة لي عينو في الخير يدير الخير [COMPLAINT],2025-12-12T19:14:30.000Z,0,unknown,,
393728,7606,Google Maps,American Burger Factory,Les prix s'augmente et la la qualité se dégrade. A éviter,2025-05-16T10:11:18.958Z,0,price,,
655873,47330,tiktok,@street_food,الله يبارك وين بلاصة,2026-01-02T20:31:30.576942,1,,,
524809,4275,Google Maps,هشام كوك بيتزا,"Une très belle adresse. Personnel très agréable, les pizzas sont très bonnes. Les toilettes très propres , un soulagement. J ai bien aimé le fait qu ils ne proposent que de la boisson local (Hamoud). Il y a un parking ce qui n est pas négligeable. Petit bémol, le prix des boissons est un peu excessif et je n ai pas compris pourquoi une paella est proposée dans le menu.",2024-07-27T08:15:10.800Z,0,"price,food,treatment",,
393738,10326,Facebook,,على الأقل سلتان أو سلطان بصح سيولتون هنا ڨعرتوها ، لي يبات ليلة يصبح يقاقي واش هاد اللهجة واش هاد اللغة,2025-11-30T22:17:14.000Z,0,unknown,,
262682,4653,Google Maps,Hicham cook pizza pasta,"Tout était excellent, yaatikoum essaha, une cliente fidèle à sa pasta poulet champignon",2025-07-25T06:04:38.280Z,0,service,,
393755,6176,Google Maps,Casbah Istanbul,Good experience and tasty food.,2022-11-14T13:58:52.944Z,2,food,,
655902,60348,tiktok,@seraidi.live.z,"Hello , et l’adresse please",2026-01-02T21:22:48.839827,1,,,
393764,19106,tiktok,@helena,Oo elmakla 9olhum Ch7al bnina ? oo service Ch7al organise,2026-01-02T18:16:27.565016,0,,,
262692,11191,Facebook,Restaurant Casa Bella - Draria,شحال لفريت اوملات وقرعة حمود,2025-10-15T20:30:11.000Z,0,unknown,,
262694,13527,Facebook,Restaurant San Benito,ماعندكش سبادون,2025-12-29T22:24:03.000Z,0,unknown,,
262698,62266,tiktok,@hamidhamid806,الله يبرك  [APPRECIATION],2026-01-02T21:29:12.264897,1,,,
655927,42666,tiktok,@street_food,ديك هي الفايده ربي يعينك [APPRECIATION],2026-01-02T19:58:43.840583,1,,,
393803,3564,Google Maps,Laurel Restaurant,RESTAURANT LAUREL alger centre calme et beau Chocolat Chaud 9/10  Je vous recommande [APPRECIATION],2025-12-28T21:07:14.736Z,0,unknown,,
262735,2670,Google Maps,HichamCook Grill House,"Hier soir moi et ma petite famille nous avons eu le plaisir de dinner dans ce restaurant ou la nourriture etait tres bonne rapport qualifié quantité et prix été logique le personnel au petit soin service a la hauteur du lieu. néanmoins il serait plus préférable d'ajouter le "" paiement par carte bancaire"". Merci . c une tres bonne expérience. je reviendrais des que possible",2023-08-14T15:38:26.728Z,1,"price,food,service",,
787025,13107,Facebook,Restaurant San Benito,ولي معندوش وراه في قلب الحوت يجي ياكل,2025-10-13T15:37:12.000Z,0,unknown,,
918103,38696,tiktok,@kfc,Jvoi il est ou le benef d’avoir des Mc do Kfc et tout ça normalement y doit pas en avoir au bled du Maroc a la Tunisie en passant par l’Algérie,2026-01-02T19:39:50.995723,0,,,
131672,43286,tiktok,@street2261,شحال السومة خويا,2026-01-02T20:06:20.693097,1,,,
787035,52326,tiktok,@uncles_burger_dz,Ismo uncle mch ankle pleasee,2026-01-02T21:03:29.230232,1,,,
393823,21234,tiktok,@triple_,هههه انا تاني تقولنا هكا,2026-01-02T18:22:03.698268,0,,,
393826,4513,Google Maps,هشام كوك بيتزا,"Very bad experience, we spent 2 hours waiting to sit, the food was not good and service same. Was my first and last time, will never go there again.",2023-12-29T08:09:16.709Z,0,"food,service",,
131685,15526,tiktok,@mardoum,لو كان لا عيطتلي  عندي شحال و أنا نحوس نروح ليه جاني غالي [APPRECIATION],2026-01-02T18:07:49.011691,0,,,
655977,27522,tiktok,@thala,سخفتينا فشربة فريك عندي ششحال مكليتهاش  [COMPLAINT],2026-01-02T18:44:49.407768,3,,,
393843,57370,tiktok,@_le216_,كاين لي مهوش يتعشا,2026-01-02T21:17:21.327071,1,,,
393844,20998,tiktok,@seven.times.luxury,j'aime cette restauration,2026-01-02T18:21:43.125608,0,,,
918133,28174,tiktok,@amine.lacantine,ماشاء الله عليك امين تعجبني كلمة avec un bon kess de l'ben,2026-01-02T18:45:40.649854,1,,,
524916,34948,tiktok,@sinai,"bon moi je vais venir goûter à votre cuisine, car certains plats que je fais pas, inch'Allah j'arrive bientôt",2026-01-02T19:28:01.420372,1,,,
131705,40238,tiktok,@streetburger02,"Moi je vais vous dire le vrai il a quoi dedans poir vous vous améliorer : Riz basmati faut il soit collant un peu , sauce maison c’est 4 cuillère crème fraîche 2 cuillère mayonnaise un peu sauce chili sel poivre paprika et persil encore , après dessus tenders avec sauce chili la vrai aigre douce , sauce thaï piquante en + , oignon frit , persil et c’est tout",2026-01-02T19:44:11.216050,0,,,
918146,4261,Google Maps,هشام كوك بيتزا,Bad food + Expensive : Go away,2024-08-05T09:24:52.739Z,0,food,,
262790,69458,tiktok,@cote_oran,flowe me Replay for you thanks all  [APPRECIATION],2026-01-02T21:57:58.741277,0,,,
262793,70234,tiktok,@le_petit_chalet,Ça me manque cette endroit,2026-01-02T22:00:16.570495,1,,,
918156,4201,Google Maps,هشام كوك بيتزا,"Just normal! High prices for the quality of the pizza , the Buffalo pizza was very very hot be careful ! The service was good, in general I don't recommend",2024-09-20T21:06:13.962Z,0,"food,service",,
524940,72350,tiktok,@pont_hydra,franchement bob appétit  [APPRECIATION],2026-01-02T22:13:21.460777,0,,,
131730,15238,tiktok,@fouka.marine,حطونا فيديو تاعو من البرا ، كاين بزاف لي ريستو ، باش نعرفوه من الطريق.,2026-01-02T18:07:30.666210,3,,,
787092,4563,Google Maps,هشام كوك بيتزا,On a commande 3 pizzas vegetarienne crevettes et pepperoni elles avaient le même gout et pas du tout bonnes bref c'était tout sauf des pizzas ماكاللاه تخيرو انواع البيزا عندها نفس الذوق ماعلاقاش مع البيزا الايطالية الاصلية,2023-12-14T10:00:29.976Z,0,food,,
656025,7267,Google Maps,American Burger said hamdine,"Le service est incroyable, pareil pour la bouffe je vous recommande",2025-01-22T13:25:25.763Z,0,service,,
393882,35710,tiktok,@sinai,tu m'as donné faim le frère wa3lech,2026-01-02T19:28:23.544305,0,,,
656026,22614,tiktok,@le_perchoir,وين جاي في ألجي,2026-01-02T18:25:09.480496,0,,,
656029,72208,tiktok,@pont_hydra,franchement vous êtes une femme class et beaucoup de savoir vivre merci pour c'est connaissance que vous partagez  [APPRECIATION],2026-01-02T22:13:18.159154,7,,,
393886,55982,tiktok,@mfood.annaba,خسارة بعيدة,2026-01-02T21:14:15.550029,0,,,
787102,11830,Facebook,Restaurant San Benito,الله يبارك وين مكان اخي,2025-08-16T23:29:57.000Z,0,unknown,,
524960,9295,Facebook,"Restaurant La Napolitana









","D'après le menu ce n'est pas italien italien c, 'est variée",2023-10-09T11:06:57.000Z,2,unknown,,
918180,2424,Google Maps,HichamCook Grill House,مشاء الله معاملة بنة كلش 10/10,2024-09-27T19:37:04.359Z,0,unknown,,
918182,69718,tiktok,@chtibo_oran,Where!,2026-01-02T21:58:29.220302,0,,,
262823,52706,tiktok,@uncles_burger_dz,أنا معجبنيش الخبز يعيف,2026-01-02T21:03:40.624878,0,,,
656059,55868,tiktok,@mfood.annaba,كاين توصيل ؟,2026-01-02T21:14:12.948144,0,,,
918213,4548,Google Maps,هشام كوك بيتزا,C'est comme j'ai imagine,2023-12-19T11:48:46.522Z,0,unknown,,
656074,1911,instagram,spartacos2019/,بوبلسيتي،شابةهايلة،روحنا،للافتتاح،كان،الطاكوس،بنة [APPRECIATION],2025-11-12T20:04:27.000Z,3,unknown,,
918224,46444,tiktok,@damisoran31,90 ألف علاه فيه دجاجة داخل  [INQUIRY],2026-01-02T20:22:09.062573,1,,,
393938,13388,Facebook,Restaurant San Benito,سومة ختيتو,2025-12-18T19:20:14.000Z,0,unknown,,
262868,10203,Facebook,"  Restaurant elassil








",Le prix stp,2025-12-18T08:51:34.000Z,0,price,,
131800,8338,Google Maps,American Burger Factory,Excellent service dans toutes taches,2024-05-16T18:15:37.675Z,0,service,,
525019,7612,Google Maps,American Burger Factory,Une très bonne accueil  [APPRECIATION],2025-05-14T12:47:52.010Z,0,"food,treatment",,
918240,38906,tiktok,@kfc,الجزائر تطبع عن طريق kfc,2026-01-02T19:39:59.233055,0,,,
918251,71168,tiktok,@paradou_restaurant,مقلتش شحال,2026-01-02T22:05:03.494328,0,,,
787181,54648,tiktok,@mr._brik,البيض طايب زيادة .,2026-01-02T21:11:19.594927,0,,,
262904,3720,Google Maps,Laurel Restaurant,الحق مذخلتهاش مي جيت قدامها بالأزهر . شفت اشكال وانواع بائعات الهوى يخرجو منها,2024-10-17T01:48:55.930Z,0,unknown,,
787196,49018,tiktok,@chicks_nook,واش رأيكم فيه الشبيبة  [APPRECIATION],2026-01-02T20:40:01.785538,45,,,
918272,3157,Google Maps,تاج محل بن عكنون,Very nice ambience with complete Indian theme. Good optoon to have a team get-together with locals to give them a new taste and flavor. Price :$$$$ for 2 to 3.,2022-08-10T19:40:23.324Z,0,unknown,,
393998,68672,tiktok,@cote_oran,bon appétit,2026-01-02T21:57:31.022391,1,,,
525073,48112,tiktok,@rahmani_food,Des prix speciaux mabrouk et bonne chance,2026-01-02T20:34:24.680548,0,,,
131868,6190,Google Maps,Casbah istanbul,"Franchement très satisfait. Hygiène impeccable, très bon service et surtout un régal pour les papilles. Que cela soit la viande ou la pâte, je ne regrette par d’y être passé.",2023-03-04T13:28:04.647Z,1,"food,service",,
394013,8182,Google Maps,American Burger Factory,"Meilleur rapport qualité prix , personnel prend soin du client",2025-01-25T17:21:25.393Z,0,"price,treatment",,
394012,45274,tiktok,@budz,vient à bejaia. ici ya rien ya pas du nouveau,2026-01-02T20:15:54.265021,1,,,
525089,52682,tiktok,@uncles_burger_dz,"كيفاه ليڨون تاكل "" باها "" رانا عنانبة مش لازم تفورسي",2026-01-02T21:03:39.748646,1,,,
262946,24494,tiktok,@opium,La déco est magnifique mais le goût est absent et pour la burata frère tu n’a jamais goûté la vrais si non tu comprends que ce qu’ils servent n’a rien avoir avec la burata,2026-01-02T18:29:41.221345,1,,,
525092,28004,tiktok,@amine.lacantine,وين بلاصة جماعة,2026-01-02T18:45:36.156413,0,,,
394028,3413,Google Maps,Caracoya,يعتبر من أجمل المطاعم,2024-06-08T14:11:58.273Z,1,unknown,,
656178,30834,tiktok,@salimel9obtan,بربح عليك والله يعاونك الطاهر,2026-01-02T19:08:20.809398,1,,,
787254,3532,Google Maps,Caracoya,Agréable lieux,2018-12-08T07:55:31.003Z,0,place,,
656184,2569,Google Maps,HichamCook Grill House,Je dirais que c’est le meilleur restaurant en Algérie très beaux restaurant familial la propreté 10/10 le service 10/10 les serveurs très professionnels le goût 10/10 pour les prix je ne vois pas une grande différence avec d’autres restaurants mais parlant par rapport avec la quantité ça vaut le coup les parts sont vraiment généreuse continue hichem nchallah plus de réussite et succès,2024-01-15T05:19:45.664Z,0,"price,service,treatment",,
787257,10399,Facebook,Dz Forest Restaura,Hamid Le Grand راك كفرت ضرك ول معبالكش سي زبي,2025-10-13T04:22:48.000Z,0,unknown,,
656187,17040,tiktok,@algerian.cuisine,ou sont les r7s?,2026-01-02T18:11:08.684764,0,,,
131909,44654,tiktok,@dzforestrestaurants,عندنا في الجلفة 70 ×4000=210الف دجاج ب 90 الف والفريت ب15 والحميص باطل والقازوز ب15 330 الف كامل هذي في الجلفة ولي ماشي مصدق يجي لجلفة نديه ياكل عذون كامل بذي السومة,2026-01-02T20:12:02.219671,0,,,
787275,8466,Google Maps,American Burger Factory,"On a décidé d'aller manger des tacos chez americain Burger, Tout d'abord, l'accueil était catastrophique, le mépris , et les prix sont élevés par apport à la quantité",2023-09-03T21:23:21.478Z,2,"price,food,treatment",,
525136,15508,tiktok,@fouka.marine,Très mauvaise expérience,2026-01-02T18:07:36.650680,1,,,
918353,37890,tiktok,@kfc,و المقاطعة ؟,2026-01-02T19:39:23.690780,1,,,
525137,10757,Facebook,Restaurant Casa Bella - Draria,كيف حالكم طيبين . هندامك جميل . جاتك زوج ملاين خاين,2025-12-09T06:02:40.000Z,0,unknown,,
262995,37570,tiktok,@kfc,على سلامتكم لحقتونا ل 2024,2026-01-02T19:39:13.548387,227,,,
525141,21932,tiktok,@maison_sardoudi,ayooo rebi catastrophe aucun goût les plat nssen semhiyi kan,2026-01-02T18:22:36.412446,0,,,
787285,59070,tiktok,@maestro_dz13,sunstar_coffée,2026-01-02T21:21:23.086441,1,,,
131935,4562,Google Maps,هشام كوك بيتزا,C trop cher allah yehdik,2023-12-15T17:02:34.064Z,0,price,,
