comment_id,final_id,comment_text,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope
7024,262479,"Un accueil formidable, nourriture super bonne les meilleurs burger sur alger sont a american burger said hamdine un spécial remerciement a mounir t’es au top mon ami",Google Maps,American Burger said hamdine,2025-05-22T21:48:50.565Z,0,Appreciation,,Appreciation,,,Appreciation,False
25374,786775,Pour avoir testé franchement efficace /très bon  [RECOMMENDATION],tiktok,@lovers_grill,2026-01-02T18:33:44.284046,1,Appreciation,Appreciation,,,,,False
39838,131427,انت خدمتها خير من فرنسا حنا كترونا غير الرز [APPRECIATION],tiktok,@streetburger02,2026-01-02T19:43:58.833987,7,Appreciation,,,,,,False
56296,393592,كي نتفكر قرعة تع الماء بعشرين الف في شابي يرقد جنبي,tiktok,@the_chef_house_23,2026-01-02T21:14:39.906274,0,,,,,Complaint,,False
22518,786809,معلاباليش علاه راجلي مسميه القوربي,tiktok,@le_perchoir,2026-01-02T18:25:07.753362,5,,,,,,,True
6522,524665,Hamburger sans aucun goût,Google Maps,American Burger Factory,2025-12-17T20:47:31.732Z,0,Complaint,,,,,,False
6981,262523,"Excellent, du choix, de la propreté. Le personnel est avenant et respectueux. Rien à dire. Pour le coup sur un séjour de 15 jours et malgré le choix des restaurants nous sommes revenus plusieurs fois. Au plaisir de revenir",Google Maps,Restaurant À Petit Feu,2025-05-08T16:17:40.319Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False
16710,524675,Logique,tiktok,@user5834669559361,2026-01-02T18:10:46.252475,0,,,,,,,True
13167,786820,اعطيني الحوتة تاعك ناكلها بيها بشوكها حتى المقلة نلحسها,Facebook,Restaurant San Benito,2025-10-12T20:05:38.000Z,0,Appreciation,,,,,,False
46508,655758,Lh ybrQ les frères  [APPRECIATION],tiktok,@pizzeria_med18,2026-01-02T20:22:59.963829,0,,,,,,,True
42274,655759,البنة في الخماج,tiktok,@street_food,2026-01-02T19:58:03.681402,0,Complaint,,,,,,False
66,655760,سيدهم يحيى [APPRECIATION],instagram,american.burger_dz,2025-09-02T16:19:16.000Z,1,,,,,,,True
7443,786846,C'était trop bon et le service était excellent.,Google Maps,Restaurant À Petit Feu,2024-07-13T01:14:07.186Z,0,Appreciation,Appreciation,,,,Appreciation,False
70322,393631,My favourite restaurent in oran [APPRECIATION],tiktok,@le_petit_chalet,2026-01-02T22:00:18.870927,1,,,Appreciation,,,,False
57904,655779,Elle consomme,tiktok,@_le216_,2026-01-02T21:17:34.317866,0,,,,,,,True
11892,786852,كي بدلت سومه ف لول مبقيناش نأمنو فيك غي عطيها,Facebook,Restaurant San Benito,2025-10-14T13:46:05.000Z,0,,,,,Complaint,,False
49546,917925,ماشاء الله وماكلة بنينة ربي يوفقكم,tiktok,@kik.sfood21,2026-01-02T20:41:13.847270,1,Appreciation,,,,,,False
59638,131500,216 . الوليمة . الحاجة.,tiktok,@maestro_dz13,2026-01-02T21:21:38.153478,1,,,,,,,True
50154,524722,وشحال ااتوصيل؟,tiktok,@king_food23,2026-01-02T20:58:43.195056,0,,,,Inquiry,,,False
29232,917950,فالليل ابعتولي سوندويتش لولاد فايت  [APPRECIATION],tiktok,@elcuatro_burgers,2026-01-02T18:49:33.685986,10,,,,,,,True
51036,262595,Mashallah je viendrais cette été  [APPRECIATION],tiktok,@broaster_chiken,2026-01-02T20:59:49.625937,0,,,,,,,True
19106,917964,Oo elmakla 9olhum Ch7al bnina ? oo service Ch7al organise  [APPRECIATION],tiktok,@helena,2026-01-02T18:16:27.565016,0,Appreciation,Appreciation,,,,,False
33654,131535,كاين أومبورتي,tiktok,@restaurant_gizay,2026-01-02T19:22:47.885251,0,,,,Inquiry,,,False
49766,262607,الراجل الزين ربي يعطيك على حساب قلبك,tiktok,@farouk.tacos,2026-01-02T20:42:08.671792,0,,,,,,,True
62266,262610,الله يبرك  [APPRECIATION],tiktok,@hamidhamid806,2026-01-02T21:29:12.264897,1,,,,,,,True
8949,655831,وين المقر,Facebook,Dz Forest Restaura,2025-10-13T17:59:57.000Z,3,,,Inquiry,Inquiry,,,False
3564,131544,RESTAURANT LAUREL alger centre calme et beau Chocolat Chaud 9/10  Je vous recommande [APPRECIATION],Google Maps,Laurel Restaurant,2025-12-28T21:07:14.736Z,0,Appreciation,Appreciation,Appreciation,,,Appreciation,False
2670,393691,"Hier soir moi et ma petite famille nous avons eu le plaisir de dinner dans ce restaurant ou la nourriture etait tres bonne rapport qualifié quantité et prix été logique le personnel au petit soin service a la hauteur du lieu. néanmoins il serait plus préférable d'ajouter le "" paiement par carte bancaire"". Merci . c une tres bonne expérience. je reviendrais des que possible",Google Maps,HichamCook Grill House,2023-08-14T15:38:26.728Z,1,Appreciation,Appreciation,Appreciation,,Recommendation,,False
34766,917982,bonne réussite à vous  [APPRECIATION],tiktok,@sinai,2026-01-02T19:27:57.400167,1,,,,,,,True
38092,262625,C'est un KiFeCh,tiktok,@kfc,2026-01-02T19:39:27.047132,0,,,,,,,True
9122,393701,Yassine Tamoussit احنا باش تشري جاحة محمرة تخدم نهار كامل، انت شحال من ساعة تخدمي باش تخلصي عشرة ارورو ساعة مثلا؟! هكدا نحسبو يا لالة ماشي نصرفو الاورو للدينار,Facebook,Dz Forest Restaura,2025-10-29T11:58:55.000Z,0,,,,,Complaint,,False
35202,524779,Comme j’ai faim mdrr meilleur bouffe,tiktok,@sinai,2026-01-02T19:28:06.252420,0,Appreciation,,,,,,False
7076,393707,Bonsoir établissement très accueillant propre pour une première fois j’ai adoré,Google Maps,American Burger said hamdine,2025-04-26T20:08:39.374Z,0,,Appreciation,Appreciation,,,Appreciation,False
7173,918000,Belle découverte,Google Maps,Restaurant À Petit Feu,2025-01-13T21:30:47.945Z,0,,,Appreciation,,,,False
15526,786937,لو كان لا عيطتلي  عندي شحال و أنا نحوس نروح ليه جاني غالي [APPRECIATION],tiktok,@mardoum,2026-01-02T18:07:49.011691,0,,,,,Complaint,,False
27986,131578,غيرتيني,tiktok,@amine.lacantine,2026-01-02T18:45:33.965646,1,,,,,,,True
9096,655869,لؤ لؤة عندك عقدة من القبة  [INQUIRY],Facebook,"

Sultan Restaurants",2025-10-21T07:09:20.000Z,1,,,,,,,True
70340,655871,personnel indiscipliné et qui nous on manqué de respect,tiktok,@le_petit_chalet,2026-01-02T22:00:18.870951,1,,,,,,Complaint,False
28174,918018,ماشاء الله عليك امين تعجبني كلمة avec un bon kess de l'ben,tiktok,@amine.lacantine,2026-01-02T18:45:40.649854,1,,,,,,,True
24490,393731,Aucune saveur,tiktok,@opium,2026-01-02T18:29:41.221337,0,Complaint,,,,,,False
40238,393736,"Moi je vais vous dire le vrai il a quoi dedans poir vous vous améliorer : Riz basmati faut il soit collant un peu , sauce maison c’est 4 cuillère crème fraîche 2 cuillère mayonnaise un peu sauce chili sel poivre paprika et persil encore , après dessus tenders avec sauce chili la vrai aigre douce , sauce thaï piquante en + , oignon frit , persil et c’est tout",tiktok,@streetburger02,2026-01-02T19:44:11.216050,0,Recommendation,,,,,,False
4261,524810,Bad food + Expensive : Go away,Google Maps,هشام كوك بيتزا,2024-08-05T09:24:52.739Z,0,Complaint,,,,Complaint,,False
69458,786955,flowe me Replay for you thanks all  [APPRECIATION],tiktok,@cote_oran,2026-01-02T21:57:58.741277,0,,,,,,,True
12683,524821,انا وليت مانتيقش فيكم بصح اللحم تع واه,Facebook,Restaurant Rais,2025-10-14T03:08:49.000Z,0,Complaint,,,,,,False
4201,393751,"Just normal! High prices for the quality of the pizza , the Buffalo pizza was very very hot be careful ! The service was good, in general I don't recommend",Google Maps,هشام كوك بيتزا,2024-09-20T21:06:13.962Z,0,,Appreciation,Complaint,,Complaint,Appreciation,False
2295,262680,"Rien à dire sur le gout vraiment c'est un regale , mais la quantité des plat machi kbira bezaf par rapport au prix , sur tout les salades les plats sghar bezaf , , , mais en general gout 10/10",Google Maps,HichamCook Grill House,2025-10-29T08:52:45.313Z,0,Appreciation,,,,Complaint,,False
17686,131609,luxury poche et Prix,tiktok,@seven.times.luxury,2026-01-02T18:13:19.186028,0,,,,,Complaint,,False
4563,131621,On a commande 3 pizzas vegetarienne crevettes et pepperoni elles avaient le même gout et pas du tout bonnes bref c'était tout sauf des pizzas ماكاللاه تخيرو انواع البيزا عندها نفس الذوق ماعلاقاش مع البيزا الايطالية الاصلية,Google Maps,هشام كوك بيتزا,2023-12-14T10:00:29.976Z,0,Complaint,,,,,,False
68188,393768,Y’a des endroits comme ça sur Alger ?,tiktok,@le_petit_chalet,2026-01-02T21:54:52.782651,1,,,Inquiry,Inquiry,,,False
11030,262705,ياعمي كازبيلا علاه علاه يخرجولي لفديو وانا صيمة,Facebook,Restaurant Casa Bella - Draria,2025-07-29T14:56:46.000Z,0,,,,,,,True
22614,131635,وين جاي في ألجي,tiktok,@le_perchoir,2026-01-02T18:25:09.480496,0,,,Inquiry,Inquiry,,,False
62500,131640,les gens négatifs rester chez vous l Algérie à besoin de gens positifs qui aiment leur pays et qui laissent de bons commentaires,tiktok,@allechante,2026-01-02T21:30:49.256867,222,,,,,,,True
52816,787004,رياض صحيبي الله يبارك. الميلفاي يخرج على 15h باه ديرو حسابكم.,tiktok,@patisserie_annaba,2026-01-02T21:04:15.964235,2,,,,,,,True
2464,655936,"Pas vraiment aussi bon qu'au début, chorba frik pas vraiment fameuse, j'ai mangé beaucoup plus bon dans des dîners de mariage. La côte de bœuf copieuse mais trop grillée et sec a l'extérieur et cru a l'intérieur en plus de n'être pas tendre. Le menu a changé le mix grille pour 4 personnes n'est plus disponible. Pour ma part c'est la dernière fois. On mange beaucoup plus bon ailleurs et beaucoup moins cher d'autant plus.",Google Maps,HichamCook Grill House,2024-08-02T10:41:03.399Z,0,Complaint,,,,Complaint,,False
67062,787010,في خاطري .,tiktok,@bladi_oran,2026-01-02T21:51:33.584051,0,,,,,,,True
25800,655941,Je part souvent ! Accueil chaleureux l’équipe est très à l’écoute la qualité de la viande est excellente ! Je recommande fortement  [APPRECIATION],tiktok,@ofennec.officiel,2026-01-02T18:34:11.848407,11,Appreciation,Appreciation,Appreciation,,,Appreciation,False
69718,524888,Where!,tiktok,@chtibo_oran,2026-01-02T21:58:29.220302,0,,,Inquiry,Inquiry,,,False
52706,524904,أنا معجبنيش الخبز يعيف,tiktok,@uncles_burger_dz,2026-01-02T21:03:40.624878,0,Complaint,,,,,,False
55868,131688,كاين توصيل ؟,tiktok,@mfood.annaba,2026-01-02T21:14:12.948144,0,,,,Inquiry,,,False
7518,524909,الله يبارك ؤ ربي يوفقكوم,Google Maps,American Burger said hamdine,2024-02-08T19:05:53.395Z,0,,,,,,,True
1911,393837,بوبلسيتي،شابةهايلة،روحنا،للافتتاح،كان،الطاكوس،بنة [APPRECIATION],instagram,spartacos2019/,2025-11-12T20:04:27.000Z,3,Appreciation,,Appreciation,,,,False
5806,655983,"On est venu à 4 entre amis ils nous ont mis en terrasse pour privilégier les femmes alors qu’il y’avait de la place à l’intérieur puis l’attente une fois la commande passée on avais plus faim, serveur très hautain quand ont demande de la sauce ou du pain puis une fois qu’ont a commencer à manger la viande me semblait d’une couleur un peux bizarre donc je demande au serveur sa provenance il m’a répondu que c’était de « la viande hachée » puis et parti en courant sans parler des prix exorbitants et de la viande douteuse servis",Google Maps,Casbah istanbul,2025-12-27T20:34:50.363Z,0,Complaint,Complaint,,,Complaint,Complaint,False
4228,787057,"Je suis vraiment déçue par mon expérience dans ce restaurant. Les pizzas manquent cruellement de sel, et le service est tout simplement catastrophique : lent et inefficace. Nous avons commandé 4 pizzas et une lasagne. La lasagne a été servie bien avant les pizzas, mais elle était froide et très petite pour son prix. Depuis quand dans un restaurant, une personne mange pendant que les autres attendent leur plat ? De plus, j'ai eu une intoxication alimentaire à cause des pizzas aux champignons. Franchement, à éviter à tout prix . !",Google Maps,هشام كوك بيتزا,2024-08-22T17:33:52.828Z,0,Complaint,Complaint,Complaint,,Complaint,Complaint,False
10203,131697,Le prix stp,Facebook,"  Restaurant elassil








",2025-12-18T08:51:34.000Z,0,,,,,Inquiry,,False
53828,655987,جرب هولنا,tiktok,@guellil._.tasnim,2026-01-02T21:08:13.490859,0,,,,,,,True
3407,131699,مكان رائع,Google Maps,Caracoya,2024-06-09T15:11:43.320Z,1,,,Appreciation,,,,False
28800,524929,توصيل باب الزوار كاين,tiktok,@snacky_time_kouba,2026-01-02T18:47:46.405131,0,,,,Inquiry,,,False
55624,393862,الفرحة الليسي لي قدام askim نقرى فيه [COMPLAINT],tiktok,@askim_food,2026-01-02T21:13:34.598545,0,,,,,,,True
56598,656015,سبحان الله البديع,tiktok,@terre_et_mer_annaba,2026-01-02T21:15:48.336826,0,,,,,,,True
42800,262799,والله مشاءالله,tiktok,@pizza_carre,2026-01-02T20:00:31.186694,0,,,,,,,True
65616,656022,magnifiquement bon un délice. je recommande sans hésitation [BOUFFE],tiktok,@lauthentic_oran,2026-01-02T21:45:03.194662,0,Appreciation,,,,,,False
27382,131734,malheureusement je suis reparti son goûter à vous pizza  [COMPLAINT],tiktok,@lamignonne06bejaia,2026-01-02T18:43:25.537785,0,,,,,,,True
68672,918170,bon appétit,tiktok,@cote_oran,2026-01-02T21:57:31.022391,1,,,,,,,True
7748,524962,"J'étais cliente fidèle, mais récemment on nous a refusé de fêter un anniversaire sous prétexte que c'est interdit sans nous donner plus d'explications, très déçue par ça.",Google Maps,Restaurant À Petit Feu,2023-09-25T20:49:02.097Z,1,,,Complaint,,,,False
71510,262821,il a complètement changé,tiktok,@california_cafe,2026-01-02T22:09:03.706047,17,,,Complaint,,,,False
59938,524972,Family or not !,tiktok,@the_throne_annaba,2026-01-02T21:22:20.885342,2,,,Inquiry,,,,False
2559,918188,Très bon service  bon courage [APPRECIATION],Google Maps,HichamCook Grill House,2024-02-11T06:46:44.306Z,0,,Appreciation,,,,,False
