final_id,comment_text,comment_id,platform,source_name,date,likesCount,food_appreciation,food_complaint,food_recommendation,food_inquiry,service_appreciation,service_complaint,service_recommendation,service_inquiry,place_appreciation,place_complaint,place_recommendation,place_inquiry,delivery_appreciation,delivery_complaint,delivery_recommendation,delivery_inquiry,price_appreciation,price_complaint,price_recommendation,price_inquiry,treatment_appreciation,treatment_complaint,treatment_recommendation,treatment_inquiry,out_of_scope
786640,"Bonjour l'équipes, merci pour votre accueil et de votre gentillesse  [APPRECIATION]",27204,tiktok,@ambiance_telemcen,2026-01-02T18:41:26.498583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786642,ايواك امحند تحية لسي محند,73204,tiktok,@pont_hydra,2026-01-02T22:13:49.961571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
786644,Abdou Mezaguer ن حتشون يماك القحبة مديرو في مك وتمسح فيك يا ديوث,10050,Facebook,Dz Forest Restaura,2025-10-13T11:38:55.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
393430,هدي عدنا ف وهران تجيك. فوق مليون . هنا طغاو,44558,tiktok,@dzforestrestaurants,2026-01-02T20:11:56.278214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655578,60 alf [INQUIRY],55222,tiktok,@askim_food,2026-01-02T21:13:24.963569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393437,المكان واين,67962,tiktok,@meatlove5,2026-01-02T21:54:10.911658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131299,thablo wallah chakira c vs qu'elle mérite ds sa vie car j'ai passé mon anfance avc elle fel port samir t3ich ndjiblak radjli t3almo yachtah car karita lol,23442,tiktok,@moonzrestaurant,2026-01-02T18:25:44.360452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262372,bonsoir à vous tous s'il vous plaît se trouve où ce restaurant moi je suis à Paris merci,35862,tiktok,@sinai,2026-01-02T19:28:28.070703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655599,خليل رحماني هذاك حشاهالكم,10516,Facebook,Dz Forest Restaura,2025-10-13T07:39:00.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262384,bon courage  [APPRECIATION],50264,tiktok,@chapati_team,2026-01-02T20:59:01.076979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655607,"Très bon accueil, bon service juste un peu d’attente pour les plats",3572,Google Maps,Laurel Restaurant,2025-12-17T20:29:11.639Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524536,الصوت عجبني,28196,tiktok,@amine.lacantine,2026-01-02T18:45:40.891364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
917752,une soupe dans une bouteille en plastique de preference en verre vous l achetetr a usine verre algerien a bas prix [PRICE],65136,tiktok,@restaurant_marisco,2026-01-02T21:40:04.468117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655611,Un des meilleurs fast food que j’ai testé dans toute ma vie [APPRECIATION],31134,tiktok,@taylor,2026-01-02T19:10:46.080508,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262398,On est jamais déçu,3283,Google Maps,تاج محل بن عكنون,2018-08-10T10:53:20.698Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655615,"The experience was fantastic for the kids! They absolutely loved it and had a blast. One of the highlights was the diverse range of food options available, which they thoroughly enjoyed.",5468,Google Maps,قصبة اسطنبول,2023-08-10T08:02:35.496Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917762,انفوتها فالدار ساهلة ماهلة,66084,tiktok,@restaurant_mani,2026-01-02T21:47:15.239275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
786696,"vous êtes au top tout est bon je recommande votre pizza est magnifique ainsi que les tacoss , et rien a dire du sevice qui est au top aussi",4746,Google Maps,Hicham cook pizza pasta,2023-05-15T21:41:54.873Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262409,Vous êtes overt?,62106,tiktok,@le.rooftop.annaba,2026-01-02T21:27:50.233220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917777,ماشاء الله هشام كوك غني عن المدح جو روعة وأكل أروع والتنظيم اروع واروع,4333,Google Maps,هشام كوك بيتزا,2024-05-24T16:01:12.634Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524563,علابيها يقلك خامج و بنين,42140,tiktok,@street_food,2026-01-02T19:58:01.090646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131350,500 الف 5 دجاجات تاكل وتتمتع صديقي,19478,tiktok,@sultan,2026-01-02T18:17:12.034375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524575,كنت تما كون غير قلتلي  [APPRECIATION],15554,tiktok,@mardoum,2026-01-02T18:07:49.011713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655650,جربتو هههه خاصة الملفوف بنة بنة  [APPRECIATION] [RECOMMENDATION],53732,tiktok,@guellil._.tasnim,2026-01-02T21:08:11.755072,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917795,تكون خلصت مليون كي والو,26712,tiktok,@labelladalger16,2026-01-02T18:37:04.993566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131368,Un peu cher mais ça reste un bon,5947,Google Maps,Casbah Istanbul,2024-10-12T10:40:50.641Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262443,هاذو قاع 1500 دج مليحة الحق و الحق اقول,12006,Facebook,Restaurant San Benito,2025-10-13T12:50:41.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131372,"Valeur la plus sûre, meilleure rapport qualité prix",3310,Google Maps,تاج محل بن عكنون,2017-12-26T20:35:48.464Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917810,على خطراش هذا تخلصي ونتع الدار باطل,42248,tiktok,@street_food,2026-01-02T19:58:03.681384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655667,"Je suis venu dans ce restaurant, et je vous conseille le plat aux poulpes épicé, un régal !",68664,tiktok,@cote_oran,2026-01-02T21:57:29.419279,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384,un délice moi je kiffff  [APPRECIATION],72370,tiktok,@pont_hydra,2026-01-02T22:13:21.460820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524602,Non c’est pas chère,17940,tiktok,@casabelladraria,2026-01-02T18:14:49.421950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917818,"Expérience décevante. Je déconseille fortement, notamment en ce qui concerne l'accueil et l'organisation, c'est le chaos total.",7561,Google Maps,Restaurant À Petit Feu,2024-03-08T21:27:52.435Z,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387,je trouve que c est trop de viande pour une seule personne,34600,tiktok,@le_carre_restaurant,2026-01-02T19:24:34.186917,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262466,وين ولاية ؟,48624,tiktok,@otsy.burger,2026-01-02T20:35:48.188228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262471,Vraiment chui déçu nos le sandwich khlitou mkemltouch mayentkelch w le cheese grave hlouu ! W l7am mhoich Tayeb w fih arrière goût !,7692,Google Maps,American Burger Factory,2025-04-18T00:09:45.922Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262478,طريقة الي قدموها يخليك تاكل,73186,tiktok,@pont_hydra,2026-01-02T22:13:49.131781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262479,"Un accueil formidable, nourriture super bonne les meilleurs burger sur alger sont a american burger said hamdine un spécial remerciement a mounir t’es au top mon ami",7024,Google Maps,American Burger said hamdine,2025-05-22T21:48:50.565Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786775,Pour avoir testé franchement efficace /très bon  [RECOMMENDATION],25374,tiktok,@lovers_grill,2026-01-02T18:33:44.284046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131427,انت خدمتها خير من فرنسا حنا كترونا غير الرز [APPRECIATION],39838,tiktok,@streetburger02,2026-01-02T19:43:58.833987,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393592,كي نتفكر قرعة تع الماء بعشرين الف في شابي يرقد جنبي,56296,tiktok,@the_chef_house_23,2026-01-02T21:14:39.906274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786809,معلاباليش علاه راجلي مسميه القوربي,22518,tiktok,@le_perchoir,2026-01-02T18:25:07.753362,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
524665,Hamburger sans aucun goût,6522,Google Maps,American Burger Factory,2025-12-17T20:47:31.732Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262523,"Excellent, du choix, de la propreté. Le personnel est avenant et respectueux. Rien à dire. Pour le coup sur un séjour de 15 jours et malgré le choix des restaurants nous sommes revenus plusieurs fois. Au plaisir de revenir",6981,Google Maps,Restaurant À Petit Feu,2025-05-08T16:17:40.319Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524675,Logique,16710,tiktok,@user5834669559361,2026-01-02T18:10:46.252475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
786820,اعطيني الحوتة تاعك ناكلها بيها بشوكها حتى المقلة نلحسها,13167,Facebook,Restaurant San Benito,2025-10-12T20:05:38.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655758,Lh ybrQ les frères  [APPRECIATION],46508,tiktok,@pizzeria_med18,2026-01-02T20:22:59.963829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655759,البنة في الخماج,42274,tiktok,@street_food,2026-01-02T19:58:03.681402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655760,سيدهم يحيى [APPRECIATION],66,instagram,american.burger_dz,2025-09-02T16:19:16.000Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
786846,C'était trop bon et le service était excellent.,7443,Google Maps,Restaurant À Petit Feu,2024-07-13T01:14:07.186Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393631,My favourite restaurent in oran [APPRECIATION],70322,tiktok,@le_petit_chalet,2026-01-02T22:00:18.870927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655779,Elle consomme,57904,tiktok,@_le216_,2026-01-02T21:17:34.317866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
786852,كي بدلت سومه ف لول مبقيناش نأمنو فيك غي عطيها,11892,Facebook,Restaurant San Benito,2025-10-14T13:46:05.000Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917925,ماشاء الله وماكلة بنينة ربي يوفقكم,49546,tiktok,@kik.sfood21,2026-01-02T20:41:13.847270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131500,216 . الوليمة . الحاجة.,59638,tiktok,@maestro_dz13,2026-01-02T21:21:38.153478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
524722,وشحال ااتوصيل؟,50154,tiktok,@king_food23,2026-01-02T20:58:43.195056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917950,فالليل ابعتولي سوندويتش لولاد فايت  [APPRECIATION],29232,tiktok,@elcuatro_burgers,2026-01-02T18:49:33.685986,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262595,Mashallah je viendrais cette été  [APPRECIATION],51036,tiktok,@broaster_chiken,2026-01-02T20:59:49.625937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
917964,Oo elmakla 9olhum Ch7al bnina ? oo service Ch7al organise  [APPRECIATION],19106,tiktok,@helena,2026-01-02T18:16:27.565016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131535,كاين أومبورتي,33654,tiktok,@restaurant_gizay,2026-01-02T19:22:47.885251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262607,الراجل الزين ربي يعطيك على حساب قلبك,49766,tiktok,@farouk.tacos,2026-01-02T20:42:08.671792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262610,الله يبرك  [APPRECIATION],62266,tiktok,@hamidhamid806,2026-01-02T21:29:12.264897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655831,وين المقر,8949,Facebook,Dz Forest Restaura,2025-10-13T17:59:57.000Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131544,RESTAURANT LAUREL alger centre calme et beau Chocolat Chaud 9/10  Je vous recommande [APPRECIATION],3564,Google Maps,Laurel Restaurant,2025-12-28T21:07:14.736Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393691,"Hier soir moi et ma petite famille nous avons eu le plaisir de dinner dans ce restaurant ou la nourriture etait tres bonne rapport qualifié quantité et prix été logique le personnel au petit soin service a la hauteur du lieu. néanmoins il serait plus préférable d'ajouter le "" paiement par carte bancaire"". Merci . c une tres bonne expérience. je reviendrais des que possible",2670,Google Maps,HichamCook Grill House,2023-08-14T15:38:26.728Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917982,bonne réussite à vous  [APPRECIATION],34766,tiktok,@sinai,2026-01-02T19:27:57.400167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262625,C'est un KiFeCh,38092,tiktok,@kfc,2026-01-02T19:39:27.047132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
