comment_id,ai_out_of_scope,ai_food,ai_service,ai_place,ai_delivery,ai_price,ai_treatment
42236,False,,,,,,
50048,False,,,,,,
73316,False,,,,,,
32224,False,,,,,,
3503,False,,,,,,
262,False,,,,,,
29238,False,,,,,,
44608,False,,,,,,
14836,False,,,,,,
57936,False,,,,,,
41214,False,,,,,,
37024,False,,,,,,
9816,False,,,,,,
17008,False,,,,,,
41580,False,,,,,,
31604,False,,,,,,
44912,False,,,,,,
45446,False,,,,,,
14314,False,,,,,,
28150,False,,,,,,
58968,False,,,,,,
41820,False,,,,,,
58986,False,,,,,,
4584,False,,,,,,
4426,False,,,,,,
11003,False,,,,,,
31678,False,,,,,,
38410,False,,,,,,
62534,False,,,,,,
56286,False,,,,,,
9494,False,,,,,,
71258,False,,,,,,
65276,False,,,,,,
20450,False,,,,,,
3026,False,,,,,,
6704,False,,,,,,
37554,False,,,,,,
40468,False,,,,,,
71536,False,,,,,,
63100,False,,,,,,
48794,False,,,,,,
62552,False,,,,,,
11726,False,,,,,,
8758,False,,,,,,
11913,False,,,,,,
18272,False,,,,,,
27774,False,,,,,,
35130,False,,,,,,
66100,False,,,,,,
13512,False,,,,,,
10551,False,,,,,,
37254,False,,,,,,
21642,False,,,,,,
41686,False,,,,,,
46866,False,,,,,,
3043,False,,,,,,
67286,False,,,,,,
44028,False,,,,,,
10246,False,,,,,,
57452,False,,,,,,
47358,False,,,,,,
46158,False,,,,,,
50346,False,,,,,,
5694,False,,,,,,
36910,False,,,,,,
72272,False,,,,,,
49046,False,,,,,,
45304,False,,,,,,
28668,False,,,,,,
47362,False,,,,,,
27894,False,,,,,,
34344,False,,,,,,
27682,False,,,,,,
21724,False,,,,,,
65058,False,,,,,,
70570,False,,,,,,
56568,False,,,,,,
52324,False,,,,,,
41684,False,,,,,,
4603,False,,,,,,
20790,False,,,,,,
71158,False,,,,,,
23376,False,,,,,,
11092,False,,,,,,
533,False,,,,,,
43984,False,,,,,,
17184,False,,,,,,
42674,False,,,,,,
45246,False,,,,,,
19530,False,,,,,,
20534,False,,,,,,
36114,False,,,,,,
17450,False,,,,,,
46932,False,,,,,,
55920,False,,,,,,
34726,False,,,,,,
48970,False,,,,,,
43388,False,,,,,,
56820,False,,,,,,
22618,False,,,,,,
7033,False,,,,,,
6014,False,,,,,,
37224,False,,,,,,
73164,False,,,,,,
66600,False,,,,,,
70876,False,,,,,,
8871,False,,,,,,
25644,False,,,,,,
13424,False,,,,,,
44010,False,,,,,,
35750,False,,,,,,
43258,False,,,,,,
42498,False,,,,,,
29370,False,,,,,,
67488,False,,,,,,
36468,False,,,,,,
57204,False,,,,,,
36710,False,,,,,,
22022,False,,,,,,
62226,False,,,,,,
8801,False,,,,,,
11959,False,,,,,,
3507,False,,,,,,
48076,False,,,,,,
50234,False,,,,,,
38826,False,,,,,,
55896,False,,,,,,
24004,False,,,,,,
1528,False,,,,,,
14328,False,,,,,,
69536,False,,,,,,
12679,False,,,,,,
35738,False,,,,,,
5062,False,,,,,,
64350,False,,,,,,
67350,False,,,,,,
26550,False,,,,,,
57336,False,,,,,,
40942,False,,,,,,
66860,False,,,,,,
72612,False,,,,,,
61378,False,,,,,,
66584,False,,,,,,
632,False,,,,,,
53178,False,,,,,,
11545,False,,,,,,
36924,False,,,,,,
42582,False,,,,,,
1734,False,,,,,,
12998,False,,,,,,
19600,False,,,,,,
17632,False,,,,,,
43208,False,,,,,,
377,False,,,,,,
13457,False,,,,,,
60280,False,,,,,,
60324,False,,,,,,
4363,False,,,,,,
21784,False,,,,,,
58314,False,,,,,,
27492,False,,,,,,
24574,False,,,,,,
6096,False,,,,,,
18590,False,,,,,,
30630,False,,,,,,
33798,False,,,,,,
43442,False,,,,,,
508,False,,,,,,
41942,False,,,,,,
41848,False,,,,,,
37502,False,,,,,,
31854,False,,,,,,
2151,False,,,,,,
42442,False,,,,,,
73728,False,,,,,,
66834,False,,,,,,
29932,False,,,,,,
56220,False,,,,,,
21534,False,,,,,,
37130,False,,,,,,
14532,False,,,,,,
52356,False,,,,,,
22218,False,,,,,,
72428,False,,,,,,
55040,False,,,,,,
10415,False,,,,,,
17080,False,,,,,,
1871,False,,,,,,
44076,False,,,,,,
18666,False,,,,,,
24598,False,,,,,,
20184,False,,,,,,
51734,False,,,,,,
58680,False,,,,,,
33696,False,,,,,,
37696,False,,,,,,
4187,False,,,,,,
51954,False,,,,,,
72178,False,,,,,,
13131,False,,,,,,
9578,False,,,,,,
35252,False,,,,,,
37,False,,,,,,
3780,False,,,,,,
3256,False,,,,,,
67538,False,,,,,,
5413,False,,,,,,
25012,False,,,,,,
29256,False,,,,,,
10068,False,,,,,,
14182,False,,,,,,
36324,False,,,,,,
59390,False,,,,,,
8024,False,,,,,,
8191,False,,,,,,
5003,False,,,,,,
2855,False,,,,,,
201,False,,,,,,
5536,False,,,,,,
7346,False,,,,,,
3323,False,,,,,,
19474,False,,,,,,
38650,False,,,,,,
42746,False,,,,,,
10893,False,,,,,,
62530,False,,,,,,
55620,False,,,,,,
49384,False,,,,,,
11426,False,,,,,,
39108,False,,,,,,
4238,False,,,,,,
73478,False,,,,,,
12518,False,,,,,,
55288,False,,,,,,
28926,False,,,,,,
73030,False,,,,,,
16654,False,,,,,,
46060,False,,,,,,
42070,False,,,,,,
57846,False,,,,,,
12858,False,,,,,,
30390,False,,,,,,
27518,False,,,,,,
31796,False,,,,,,
20708,False,,,,,,
13532,False,,,,,,
67238,False,,,,,,
52116,False,,,,,,
58872,False,,,,,,
10955,False,,,,,,
65608,False,,,,,,
59732,False,,,,,,
4923,False,,,,,,
12299,False,,,,,,
37010,False,,,,,,
67702,False,,,,,,
13702,False,,,,,,
68204,False,,,,,,
9832,False,,,,,,
6601,False,,,,,,
52842,False,,,,,,
56158,False,,,,,,
15626,False,,,,,,
27206,False,,,,,,
57940,False,,,,,,
71742,False,,,,,,
24010,False,,,,,,
524,False,,,,,,
61514,False,,,,,,
72254,False,,,,,,
35724,False,,,,,,
2013,False,,,,,,
16150,False,,,,,,
5295,False,,,,,,
27626,False,,,,,,
47626,False,,,,,,
43570,False,,,,,,
9901,False,,,,,,
12953,False,,,,,,
51628,False,,,,,,
6828,False,,,,,,
41836,False,,,,,,
12512,False,,,,,,
70872,False,,,,,,
67750,False,,,,,,
42552,False,,,,,,
14660,False,,,,,,
50094,False,,,,,,
12727,False,,,,,,
20924,False,,,,,,
63436,False,,,,,,
68854,False,,,,,,
19886,False,,,,,,
31080,False,,,,,,
3681,False,,,,,,
10662,False,,,,,,
32862,False,,,,,,
50040,False,,,,,,
3694,False,,,,,,
2504,False,,,,,,
18694,False,,,,,,
11519,False,,,,,,
72676,False,,,,,,
17152,False,,,,,,
9169,False,,,,,,
51506,False,,,,,,
47738,False,,,,,,
4829,False,,,,,,
52248,False,,,,,,
29300,False,,,,,,
39588,False,,,,,,
20046,False,,,,,,
9084,False,,,,,,
42390,False,,,,,,
13406,False,,,,,,
910,False,,,,,,
31622,False,,,,,,
73684,False,,,,,,
22622,False,,,,,,
61218,False,,,,,,
9416,False,,,,,,
9252,False,,,,,,
56414,False,,,,,,
35030,False,,,,,,
73100,False,,,,,,
25208,False,,,,,,
4595,False,,,,,,
6228,False,,,,,,
39580,False,,,,,,
28030,False,,,,,,
1652,False,,,,,,
10949,False,,,,,,
12440,False,,,,,,
68494,False,,,,,,
34024,False,,,,,,
4027,False,,,,,,
7893,False,,,,,,
39418,False,,,,,,
1786,False,,,,,,
19016,False,,,,,,
42404,False,,,,,,
26704,False,,,,,,
36998,False,,,,,,
58822,False,,,,,,
57026,False,,,,,,
11557,False,,,,,,
34400,False,,,,,,
38860,False,,,,,,
71644,False,,,,,,
22806,False,,,,,,
24278,False,,,,,,
42530,False,,,,,,
30770,False,,,,,,
5369,False,,,,,,
66836,False,,,,,,
9072,False,,,,,,
10781,False,,,,,,
12857,False,,,,,,
59300,False,,,,,,
6599,False,,,,,,
6755,False,,,,,,
50880,False,,,,,,
38970,False,,,,,,
8117,False,,,,,,
67352,False,,,,,,
21742,False,,,,,,
68984,False,,,,,,
5541,False,,,,,,
48974,False,,,,,,
65828,False,,,,,,
44792,False,,,,,,
21654,False,,,,,,
9985,False,,,,,,
12718,False,,,,,,
3380,False,,,,,,
46722,False,,,,,,
42384,False,,,,,,
28648,False,,,,,,
8130,False,,,,,,
8658,False,,,,,,
9783,False,,,,,,
30926,False,,,,,,
59650,False,,,,,,
63542,False,,,,,,
13672,False,,,,,,
57190,False,,,,,,
8607,False,,,,,,
52934,False,,,,,,
3508,False,,,,,,
417,False,,,,,,
61026,False,,,,,,
57318,False,,,,,,
60228,False,,,,,,
3559,False,,,,,,
10962,False,,,,,,
6212,False,,,,,,
388,False,,,,,,
56672,False,,,,,,
62420,False,,,,,,
36180,False,,,,,,
12504,False,,,,,,
11869,False,,,,,,
46938,False,,,,,,
38310,False,,,,,,
1979,False,,,,,,
38800,False,,,,,,
16708,False,,,,,,
54262,False,,,,,,
66566,False,,,,,,
3449,False,,,,,,
63714,False,,,,,,
13449,False,,,,,,
69006,False,,,,,,
18140,False,,,,,,
67366,False,,,,,,
46304,False,,,,,,
47972,False,,,,,,
45174,False,,,,,,
69052,False,,,,,,
5178,False,,,,,,
12079,False,,,,,,
46436,False,,,,,,
52162,False,,,,,,
10591,False,,,,,,
28622,False,,,,,,
73292,False,,,,,,
40034,False,,,,,,
43746,False,,,,,,
59980,False,,,,,,
13310,False,,,,,,
38966,False,,,,,,
57934,False,,,,,,
10483,False,,,,,,
250,False,,,,,,
10886,False,,,,,,
40434,False,,,,,,
33428,False,,,,,,
5022,False,,,,,,
19884,False,,,,,,
25818,False,,,,,,
53700,False,,,,,,
10891,False,,,,,,
20716,False,,,,,,
51878,False,,,,,,
11833,False,,,,,,
33134,False,,,,,,
43946,False,,,,,,
14246,False,,,,,,
1071,False,,,,,,
33746,False,,,,,,
42046,False,,,,,,
68668,False,,,,,,
25712,False,,,,,,
4681,False,,,,,,
41918,False,,,,,,
18480,False,,,,,,
4077,False,,,,,,
58966,False,,,,,,
321,False,,,,,,
30882,False,,,,,,
16100,False,,,,,,
13653,False,,,,,,
29714,False,,,,,,
45068,False,,,,,,
14114,False,,,,,,
19196,False,,,,,,
10423,False,,,,,,
69488,False,,,,,,
35328,False,,,,,,
9586,False,,,,,,
1028,False,,,,,,
60224,False,,,,,,
46058,False,,,,,,
32826,False,,,,,,
12505,False,,,,,,
16998,False,,,,,,
55844,False,,,,,,
58804,False,,,,,,
22088,False,,,,,,
61190,False,,,,,,
48272,False,,,,,,
52192,False,,,,,,
67958,False,,,,,,
9791,False,,,,,,
52818,False,,,,,,
59658,False,,,,,,
1312,False,,,,,,
17158,False,,,,,,
54656,False,,,,,,
10152,False,,,,,,
22548,False,,,,,,
21336,False,,,,,,
12438,False,,,,,,
55852,False,,,,,,
6250,False,,,,,,
9820,False,,,,,,
20380,False,,,,,,
68914,False,,,,,,
12849,False,,,,,,
13206,False,,,,,,
3904,False,,,,,,
116,False,,,,,,
36968,False,,,,,,
63894,False,,,,,,
38726,False,,,,,,
9853,False,,,,,,
8956,False,,,,,,
16242,False,,,,,,
31200,False,,,,,,
1926,False,,,,,,
11362,False,,,,,,
4715,False,,,,,,
59182,False,,,,,,
60906,False,,,,,,
43966,False,,,,,,
41688,False,,,,,,
37550,False,,,,,,
27318,False,,,,,,
27988,False,,,,,,
66728,False,,,,,,
28690,False,,,,,,
6584,False,,,,,,
921,False,,,,,,
53906,False,,,,,,
50908,False,,,,,,
40186,False,,,,,,
12046,False,,,,,,
68644,False,,,,,,
45114,False,,,,,,
27104,False,,,,,,
28906,False,,,,,,
11085,False,,,,,,
13020,False,,,,,,
42340,False,,,,,,
10312,False,,,,,,
40270,False,,,,,,
27700,False,,,,,,
33406,False,,,,,,
19922,False,,,,,,
15584,False,,,,,,
73032,False,,,,,,
3276,False,,,,,,
45164,False,,,,,,
2907,False,,,,,,
24846,False,,,,,,
71174,False,,,,,,
8094,False,,,,,,
5719,False,,,,,,
2633,False,,,,,,
11629,False,,,,,,
9590,False,,,,,,
12325,False,,,,,,
58250,False,,,,,,
6648,False,,,,,,
58748,False,,,,,,
12962,False,,,,,,
53422,False,,,,,,
58080,False,,,,,,
72694,False,,,,,,
16724,False,,,,,,
9430,False,,,,,,
70648,False,,,,,,
5615,False,,,,,,
1573,False,,,,,,
44600,False,,,,,,
56304,False,,,,,,
8954,False,,,,,,
41190,False,,,,,,
42884,False,,,,,,
1280,False,,,,,,
59196,False,,,,,,
13740,False,,,,,,
55234,False,,,,,,
63448,False,,,,,,
13095,False,,,,,,
53574,False,,,,,,
3015,False,,,,,,
57346,False,,,,,,
63978,False,,,,,,
19114,False,,,,,,
21738,False,,,,,,
49568,False,,,,,,
36888,False,,,,,,
10385,False,,,,,,
34784,False,,,,,,
49932,False,,,,,,
32618,False,,,,,,
19508,False,,,,,,
30064,False,,,,,,
31524,False,,,,,,
11837,False,,,,,,
11532,False,,,,,,
61234,False,,,,,,
11649,False,,,,,,
72124,False,,,,,,
14270,False,,,,,,
33346,False,,,,,,
48270,False,,,,,,
8551,False,,,,,,
4569,False,,,,,,
19870,False,,,,,,
53934,False,,,,,,
12041,False,,,,,,
30602,False,,,,,,
57158,False,,,,,,
64808,False,,,,,,
13549,False,,,,,,
10935,False,,,,,,
17818,False,,,,,,
11069,False,,,,,,
1419,False,,,,,,
13692,False,,,,,,
24980,False,,,,,,
31918,False,,,,,,
32910,False,,,,,,
13175,False,,,,,,
38464,False,,,,,,
6248,False,,,,,,
8655,False,,,,,,
18342,False,,,,,,
2169,False,,,,,,
59014,False,,,,,,
40274,False,,,,,,
43032,False,,,,,,
10118,False,,,,,,
45274,False,,,,,,
35808,False,,,,,,
62334,False,,,,,,
36784,False,,,,,,
73056,False,,,,,,
41664,False,,,,,,
6314,False,,,,,,
5975,False,,,,,,
32886,False,,,,,,
18484,False,,,,,,
43586,False,,,,,,
13009,False,,,,,,
25746,False,,,,,,
3730,False,appreciation,appreciation,appreciation,,,appreciation
33502,False,,,,,,
72484,False,,,,,,
45504,False,appreciation,appreciation,appreciation,,,appreciation
40084,False,,,,,,
13593,False,,,,,,
73018,False,,,appreciation,,,
13127,False,,,,,,
16642,False,,,,,,
