comment_id,final_id,comment_text,platform,source_name,date,likesCount,food,service,place,delivery,price,treatment,out_of_scope,model_prediction,feeling
12370,658315,Raid Ust Real Madjido Beghdaoui Htm Kms ضربنا لكروفات والكالامار جوانات جوانات والسردين حتى مجيد تنفخو شواربو مسكين مالحقتش مليون,Facebook,Restaurant San Benito,2025-10-14T18:21:13.000Z,1,,,,,Appreciation,,False,"[""price_appreciation""]",positive
12045,527286,Sauce en crevettes,Facebook,Restaurant San Benito,2025-10-13T21:23:32.000Z,0,,,,,,,True,[],neutral
13276,789434,أمينة و ناس كرمة,Facebook,Restaurant San Benito,2025-10-13T10:41:30.000Z,0,,,,,,,True,[],neutral
13253,658403,انتي خير منهم,Facebook,Restaurant San Benito,2025-10-14T14:04:19.000Z,0,,,,,,,True,[],neutral
13529,134167,كي تورينا نرفد من تم ونشوفه كي طيبوه وانا نحطه لعمري في طابلة باش نريح وشكرا,Facebook,Restaurant San Benito,2025-12-30T12:14:56.000Z,0,,,,,,,True,[],neutral
13324,265272,هههههه تدخل مكسي تخرج عريان,Facebook,Restaurant San Benito,2025-10-13T12:09:17.000Z,0,,,,,complaint,,False,"[""price_complaint""]",negative
12796,920766,Karim Bravo ادخل للصفحة تلقى الرد فيها,Facebook,Restaurant San Benito,2025-10-13T12:46:41.000Z,0,,,,,,,True,[],neutral
13393,396649,ياودي ختي الشعب الجزائري مسكين راهو فقير خطرة في بوزمان ياكل السردين اما الكروفات و صولا و دوراد و باجو و السمك الأحمر و الاصفر و الأزرق و الأبيض و الرمادي رانا نشوفوه غير فالأحلام,Facebook,Restaurant San Benito,2025-12-17T17:38:20.000Z,0,,,,,,,True,[],neutral
12314,265694,لباجي رانا كامل وليدات ليتورال,Facebook,Restaurant San Benito,2025-10-14T18:55:07.000Z,0,,,,,,,True,[],neutral
13384,265913,غير العيا معاهم ولا فريم,Facebook,Restaurant San Benito,2025-12-25T15:58:35.000Z,0,,,complaint,,,,False,"[""place_complaint""]",negative
11878,921384,المجموع 750 الف,Facebook,Restaurant San Benito,2025-08-30T14:23:51.000Z,0,,,,,,,True,[],neutral
11612,528179,يخي مخلوع تقول جامي كليت,Facebook,Restaurant San Benito,2025-07-28T00:49:32.000Z,0,complaint,,,,,,False,"[""food_complaint""]",negative
13644,921444,Nti hiya crevette byna 3lik glbk byad w hnina w thya lfahlat khdma w drhm w bon courage khti  [APPRECIATION],Facebook,Restaurant San Benito,2025-12-31T19:22:41.000Z,1,,,,,,,True,[],neutral
12784,790732,مرحبا بمحبي لحم الارنب مطهو او لحم اخضر,Facebook,Restaurant San Benito,2025-10-13T19:39:54.000Z,49,appreciation,,,,,,False,"[""food_appreciation""]",positive
13515,266482,اذا انتي في وسط تقلاش وتقعدي معنا فطابلة راني موافقك فرائي واذا انتي مكيش داخلة في ابلا ميشقاش نجو,Facebook,Restaurant San Benito,2025-12-29T04:32:13.000Z,0,,,,,,,True,[],neutral
11722,659702,باغي يولي وهراني,Facebook,Restaurant San Benito,2025-07-28T10:00:31.000Z,0,,,,,,,True,[],neutral
11374,659818,لي كمونتار ولا واحد شكرهم,Facebook,Restaurant San Benito,2025-07-28T15:26:34.000Z,17,,,complaint,,,,False,"[""place_complaint""]",negative
12984,921975,شحال الباص ولات بورديل كبير الجزائر,Facebook,Restaurant San Benito,2025-10-13T06:03:36.000Z,0,,,,,complaint,,False,"[""price_complaint""]",negative
13236,266682,كبار وجايحين ناعطيزماتكم,Facebook,Restaurant San Benito,2025-10-13T09:38:16.000Z,0,,,,,,,True,[],neutral
11478,266771,الله يبارك أنا زبون عندهم إستقبال وسمك جميل الله يوفقكم عمي حسان وليزوسان  [APPRECIATION],Facebook,Restaurant San Benito,2025-07-26T20:27:32.000Z,3,,,,,,Appreciation,False,"[""treatment_appreciation""]",positive
11936,791359,والله غير كلكم الشر تحكو غير على المكلاا,Facebook,Restaurant San Benito,2025-10-22T16:02:52.000Z,0,,,,,,,True,[],neutral
11620,136114,صاحبي غزة ماكش تشوف فيهم حتى راك تصور ربي يهديك,Facebook,Restaurant San Benito,2025-07-26T19:12:33.000Z,0,,,,,,,True,[],neutral
13852,136164,استري روحك يا لعفن راكي كبيرة,Facebook,Restaurant San Benito,2025-12-26T18:05:34.000Z,0,,,,,,,True,[],neutral
11997,267255,بيشري وهران خيان وبلاعطية,Facebook,Restaurant San Benito,2025-10-28T10:59:27.000Z,0,,,,,,,True,[],neutral
11369,529670,هكذاك لقولت عليه saumon غير عاود فيريفيي هذاك espadon,Facebook,Restaurant San Benito,2025-08-11T22:55:13.000Z,27,complaint,,,,,,False,"[""food_complaint""]",negative
12187,791929,Mnb3id byna klah la glace congelé Hamza Hamza Amïro Med Sofiane Hanifi Aziz Ben Mahfoud Kial Anes Diboun Mustapha Bouchenafa Mehdi Benmansour,Facebook,Restaurant San Benito,2025-10-13T05:04:36.000Z,0,Complaint,,Complaint,,,,False,"[""food_complaint"", ""place_complaint""]",negative
13674,398721,الجودة راها فيك نتي يا المهبولة راهم مشبحين بيك المحل,Facebook,Restaurant San Benito,2025-12-28T16:17:17.000Z,0,,,,,,,True,[],neutral
12810,923048,Hafida Bensalah Ep Hadjidj دول عالم ثالث مزالكم تهدروا فرنسي رباني تعيفوا,Facebook,Restaurant San Benito,2025-10-12T17:21:17.000Z,1,,,,,,,True,[],neutral
11738,136623,إنه فخ يا جورج إحدر,Facebook,Restaurant San Benito,2025-07-28T10:21:41.000Z,0,,,complaint,,,,False,"[""place_complaint""]",negative
12094,529884,طلابين بطريقة مريحة,Facebook,Restaurant San Benito,2025-10-12T23:26:08.000Z,0,,,,,complaint,,False,"[""price_complaint""]",negative
13394,399226,في وهران,Facebook,Restaurant San Benito,2025-12-16T22:19:48.000Z,0,,,,,,,True,[],neutral
13075,399398,الأغراء العمدي في التجارة,Facebook,Restaurant San Benito,2025-10-12T19:54:26.000Z,0,,,,,,,True,[],neutral
13849,399415,وجوه الشر ماشي كروفات,Facebook,Restaurant San Benito,2025-12-28T09:16:26.000Z,0,Complaint,,,,,,False,"[""food_complaint""]",negative
13192,792738,تقلشيه سيدك مالا,Facebook,Restaurant San Benito,2025-10-13T13:31:52.000Z,0,,,,,,,True,[],neutral
11601,923819,ابعتلي رقم هتف,Facebook,Restaurant San Benito,2025-07-26T20:15:34.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
11492,137423,وكاين. شعب راه جعان. كون تشوف. جاره,Facebook,Restaurant San Benito,2025-09-07T12:39:11.000Z,0,,,,,,,True,[],neutral
12979,661769,يخصكم خدام ؟,Facebook,Restaurant San Benito,2025-10-13T00:09:07.000Z,0,,,,,,,True,[],neutral
11746,530731,خويا ربي يعينك سومة في المعقول,Facebook,Restaurant San Benito,2025-07-27T11:20:58.000Z,0,,,,,Appreciation,,False,"[""price_appreciation""]",positive
13129,923982,راه مسلم عليكم شمنيوزا قالكم خاصني بلا ميلونج,Facebook,Restaurant San Benito,2025-10-14T00:25:58.000Z,0,,,,,,,True,[],neutral
12011,661866,غالي. تحيا ماني لكنت تخدم عنده,Facebook,Restaurant San Benito,2025-10-13T17:08:45.000Z,0,,,,,Complaint,,False,"[""price_complaint""]",negative
11832,399940,العنوان,Facebook,Restaurant San Benito,2025-08-29T11:36:27.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
11537,924463,يا اخي ماشي كونجلي,Facebook,Restaurant San Benito,2025-07-26T14:06:00.000Z,0,Inquiry,,,,,,False,"[""food_inquiry""]",neutral
12838,793479,اخبار الجزائرalgerianews راهي خدمة,Facebook,Restaurant San Benito,2025-10-30T14:10:33.000Z,0,,,,,,,True,[],neutral
11793,269254,حذاري سرقين الأثمان خيالية.,Facebook,Restaurant San Benito,2025-10-03T13:55:29.000Z,0,,,,,Complaint,,False,"[""price_complaint""]",negative
12987,400378,هذاك لي توروهولنا . ولي ناكلوها الله أعلم,Facebook,Restaurant San Benito,2025-10-13T07:46:19.000Z,0,complaint,,,,,,False,"[""food_complaint""]",negative
12238,400384,فوفو تع الجي بلاج بلا 3 اشخاص 2500 معمر على معمر,Facebook,Restaurant San Benito,2025-10-13T03:34:29.000Z,0,,,,,complaint,,False,"[""price_complaint""]",negative
11814,793635,وين هذا خية,Facebook,Restaurant San Benito,2025-07-27T00:27:55.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
12789,138316,هههه و الله مانڨي صح وناكل صبعي مورى الماكلة بصح تاع مرتي فدار . الحمدلله,Facebook,Restaurant San Benito,2025-10-13T12:55:22.000Z,18,,,,,,,True,[],neutral
11562,662652,طوماطيش كحلة ولاصوص راحت,Facebook,Restaurant San Benito,2025-07-27T12:09:38.000Z,1,Complaint,,,,,,False,"[""food_complaint""]",negative
13525,400626,والله ما ناكل من يدك و نموت بشر يا وجه الشر و دراهمي لي يقلشوني ماشي انتي يا لخنانة,Facebook,Restaurant San Benito,2025-12-29T17:49:54.000Z,0,,,,,,,True,[],neutral
11501,138531,المكان اخي,Facebook,Restaurant San Benito,2025-10-13T19:57:36.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
12326,138552,ان شاءالله نزوروكم,Facebook,Restaurant San Benito,2025-10-13T14:59:19.000Z,0,,,,,,,True,[],neutral
13589,531774,واه دروك نجي لاااا تقلقيش,Facebook,Restaurant San Benito,2025-12-29T23:12:29.000Z,0,,,,,,,True,[],neutral
11821,924990,Monteur,Facebook,Restaurant San Benito,2025-07-27T16:41:10.000Z,0,,,,,,,True,[],neutral
12141,925189,C'est du frais ?,Facebook,Restaurant San Benito,2025-10-13T21:29:00.000Z,0,Inquiry,,,,,,False,"[""food_inquiry""]",neutral
12080,532054,I’m coming sahbi from USA inshallah,Facebook,Restaurant San Benito,2025-10-13T20:36:17.000Z,1,,,,,,,True,[],neutral
13488,138850,نجي نتعشا ولا نكحل عليك  [APPRECIATION],Facebook,Restaurant San Benito,2026-01-01T19:42:14.000Z,0,,,,,,,True,[],neutral
13730,532100,Muss Plus L'time Hbibi nrouhou nrouhou san benito khouya,Facebook,Restaurant San Benito,2025-12-31T17:03:12.000Z,0,,,,,,,True,[],neutral
11960,270116,Et quand tu vas voir la plaque française immigré le double du prix. en sauce. Yek sahbi,Facebook,Restaurant San Benito,2025-10-12T17:50:11.000Z,0,,,,,,,True,[],neutral
11726,794714,تفو عليكم,Facebook,Restaurant San Benito,2025-07-26T16:47:37.000Z,0,,,,,,,True,[],neutral
11913,270432,الكونجلي بتصرف موالف تعطيها ههههه,Facebook,Restaurant San Benito,2025-10-13T18:04:17.000Z,0,complaint,,,,,,False,"[""food_complaint""]",negative
13512,794755,ها متلعبليش على مورال نتاع جيب  غادي لجيت حنوت ناكله على جالك ( ملغري معنديش الف راني نهدر ),Facebook,Restaurant San Benito,2025-12-27T15:32:52.000Z,1,,,,,,,True,[],neutral
13424,926357,الله يبارك مشالللهء,Facebook,Restaurant San Benito,2025-10-17T08:38:17.000Z,0,,,,,,,True,[],neutral
11959,664324,كبير او جايح,Facebook,Restaurant San Benito,2025-10-12T23:44:38.000Z,0,,,,,,,True,[],neutral
11545,271266,مليح,Facebook,Restaurant San Benito,2025-09-03T22:35:02.000Z,0,,,appreciation,,,,False,"[""place_appreciation""]",positive
12998,533441,طري كما انتي,Facebook,Restaurant San Benito,2025-10-13T10:23:01.000Z,0,,,,,,,True,[],neutral
13457,926688,اواه تحيا ليلي,Facebook,Restaurant San Benito,2025-12-29T16:35:34.000Z,0,,,,,,,True,[],neutral
12212,926882,مكاش منها,Facebook,Restaurant San Benito,2025-10-12T22:00:15.000Z,0,,,Complaint,,,,False,"[""place_complaint""]",negative
13131,927085,كذب في كذب كليت عندكم,Facebook,Restaurant San Benito,2025-10-14T03:51:02.000Z,0,,,complaint,,,,False,"[""place_complaint""]",negative
11547,534092,وين جاي هذا المطعم بارك الله فيك,Facebook,Restaurant San Benito,2025-08-22T16:32:00.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
11426,403060,Hajer Hajer c'est de l'arnaque ok,Facebook,Restaurant San Benito,2025-07-27T12:02:50.000Z,6,,,complaint,,,,False,"[""place_complaint""]",negative
12858,796392,Kiko Touni انا عباسي نحك حجري عليك,Facebook,Restaurant San Benito,2025-10-14T17:57:57.000Z,0,,,,,,,True,[],neutral
13532,796448,زيدي قمشي وقلشي الناس تدي الدراهم وانت اقعدي احرقي روحك انقلشك,Facebook,Restaurant San Benito,2025-12-29T07:19:42.000Z,0,,,,,,,True,[],neutral
12299,141162,الحوت عدنا في دزاير غالي بزاف في تونس ناكلوه و نجو هنا ناكلو دجاج,Facebook,Restaurant San Benito,2025-10-13T10:39:02.000Z,0,,,,,Complaint,,False,"[""price_complaint""]",negative
13702,665470,ماشي لي نتي تقلشيني دراهمي لي يقلشوني بيسك مش راح تمدلي باطل,Facebook,Restaurant San Benito,2026-01-01T23:12:00.000Z,0,,,,,,,True,[],neutral
12953,272359,أديهم خاوتنا في غزة غير نتع كروشكم تاكلو الرهج تحيا فلسطين,Facebook,Restaurant San Benito,2025-10-13T06:05:03.000Z,1,,,,,,,True,[],neutral
12183,927753,وين المكان بالضبط,Facebook,Restaurant San Benito,2025-10-13T08:32:26.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
11740,796773,Ou est votre restaurant,Facebook,Restaurant San Benito,2025-07-28T04:27:30.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
11519,665739,تدخل عندو فرحان تخرج تسب وتكفر يخرجوك من الإسلام ديراكت,Facebook,Restaurant San Benito,2025-07-27T19:39:00.000Z,0,,,complaint,,,,False,"[""place_complaint""]",negative
11523,272634,والله رخيصة الدعوة وين هذا؟؟,Facebook,Restaurant San Benito,2025-07-26T23:47:00.000Z,0,,,Inquiry,,Appreciation,,False,"[""place_inquiry"", ""price_appreciation""]",positive
13406,141592,اللهم ارزقنا الجنة بغير حساب ولا سابقة عذاب برحمتك يا أرحم الراحمين . اللهم أمين,Facebook,Restaurant San Benito,2025-10-20T15:12:27.000Z,0,,,,,,,True,[],neutral
11557,666060,بارك الله فيك خويا,Facebook,Restaurant San Benito,2025-07-28T01:56:27.000Z,0,,,,,,,True,[],neutral
12857,928317,كمنتار اول,Facebook,Restaurant San Benito,2025-10-13T00:41:15.000Z,0,,,,,,,True,[],neutral
13672,273261,كلما كسبت المرأة مساحة من التحرر قل حيائها وطال لسانها وقصر ثوبها,Facebook,Restaurant San Benito,2025-12-17T21:08:07.000Z,0,,,,,,,True,[],neutral
11869,666575,لكن قل كل تلك الاطباق كم ثمنها. ؟,Facebook,Restaurant San Benito,2025-09-09T15:22:59.000Z,0,,,,,Inquiry,,False,"[""price_inquiry""]",neutral
13449,404488,بينيطو هههههه عليك ولاعلا من,Facebook,Restaurant San Benito,2025-12-29T12:26:40.000Z,0,,,,,,,True,[],neutral
11572,142387,وش مكان خويا,Facebook,Restaurant San Benito,2025-08-04T19:20:26.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
12079,535604,Publicité mensongère on nous prend pour des cons hhhhhh Raby yahdik,Facebook,Restaurant San Benito,2025-10-13T16:36:52.000Z,0,complaint,,complaint,,,,False,"[""food_complaint"", ""place_complaint""]",negative
13310,797845,ناكلك نتي زين بزاف علية,Facebook,Restaurant San Benito,2025-10-14T20:01:43.000Z,0,,,,,,,True,[],neutral
13330,929010,والعزاب ما محلهم من الاعراب,Facebook,Restaurant San Benito,2025-10-13T15:53:22.000Z,0,,,,,,,True,[],neutral
11833,798007,C très cher,Facebook,Restaurant San Benito,2025-07-30T20:09:02.000Z,0,,,,,Complaint,,False,"[""price_complaint""]",negative
13653,142800,راكي تآتيريله في ليكليو آسكو هو راه متهلي فيك في سومة,Facebook,Restaurant San Benito,2025-12-29T19:14:20.000Z,0,,,,,,,True,[],neutral
12849,405280,Tayeb Yahiaoui مكبوت تاع بصح انت سمحلي,Facebook,Restaurant San Benito,2025-10-13T19:48:23.000Z,2,,,,,,,True,[],neutral
13206,143142,باطل ولا بدراهم,Facebook,Restaurant San Benito,2025-10-15T10:50:43.000Z,0,,,,,inquiry,,False,"[""price_inquiry""]",neutral
12005,405457,C'est où ?,Facebook,Restaurant San Benito,2025-10-28T13:54:32.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
11747,405461,وين جات هذي,Facebook,Restaurant San Benito,2025-07-27T18:10:38.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
12046,667679,مكلة شابة او سبعتها بزاق اععععععععق,Facebook,Restaurant San Benito,2025-10-14T07:36:16.000Z,0,complaint,,,,,,False,"[""food_complaint""]",negative
13020,405573,السروال يهبط,Facebook,Restaurant San Benito,2025-10-12T21:49:58.000Z,0,,,,,complaint,,False,"[""price_complaint""]",negative
11629,930022,هاد الشيباني سبحان الله ما عندو ش ذرة تاع قبول يبانو محتالين والله اعلم,Facebook,Restaurant San Benito,2025-07-28T18:09:20.000Z,0,,,,,,,True,[],neutral
12325,667896,قال مليون و 150 سمعو مليح  [APPRECIATION],Facebook,Restaurant San Benito,2025-10-13T08:08:27.000Z,0,,,,,Complaint,,False,"[""price_complaint""]",negative
12962,405767,روحي دوشي من الجنابة,Facebook,Restaurant San Benito,2025-10-30T14:31:43.000Z,0,,,,,,,True,[],neutral
13740,668017,poisson safi longtemp,Facebook,Restaurant San Benito,2025-12-16T14:16:08.000Z,0,complaint,,,,,,False,"[""food_complaint""]",negative
13095,799119,عجبتيني نتي,Facebook,Restaurant San Benito,2025-10-13T13:03:36.000Z,0,,,,,,,True,[],neutral
11837,930314,لالا غير اعطيها راك طولت.,Facebook,Restaurant San Benito,2025-09-04T03:54:59.000Z,0,,complaint,,,,,False,"[""service_complaint""]",negative
11532,406031,روح تسرق ماتخافش ربي,Facebook,Restaurant San Benito,2025-07-27T08:29:51.000Z,0,,,,,,,True,[],neutral
11649,668191,يا خويا على لقبايل ياخويا يحصولها,Facebook,Restaurant San Benito,2025-07-26T16:23:58.000Z,0,,,,,,,True,[],neutral
12041,537171,Calamars surgelés,Facebook,Restaurant San Benito,2025-10-13T08:15:06.000Z,0,complaint,,,,,,False,"[""food_complaint""]",negative
11727,537182,Win exactement restorant,Facebook,Restaurant San Benito,2025-09-01T21:01:09.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
13549,275057,ونتي مشوية كاين,Facebook,Restaurant San Benito,2025-12-30T08:24:36.000Z,0,,,,,,,True,[],neutral
13692,668326,شوية أرووخخ,Facebook,Restaurant San Benito,2026-01-01T07:31:40.000Z,0,,,,,,,True,[],neutral
13175,275135,علاه ماتقعديش في داركم تعاوني امك وتوقفي معاها خير من مليون لتخلصيها ودعوت الخير,Facebook,Restaurant San Benito,2025-10-13T20:18:41.000Z,0,,,,,,,True,[],neutral
13009,930664,السردينا كاين,Facebook,Restaurant San Benito,2025-10-13T16:22:40.000Z,0,inquiry,,,,,,False,"[""food_inquiry""]",neutral
13834,275314,أين ابيك واخوك. قلة تربية,Facebook,Restaurant San Benito,2025-12-20T16:59:34.000Z,0,,,,,,,True,[],neutral
13593,799642,جناحتين لاكاين نجي,Facebook,Restaurant San Benito,2025-12-31T13:47:50.000Z,0,inquiry,,,,,,False,"[""food_inquiry""]",neutral
13127,668582,راكم تطلبو ولا تبيعو,Facebook,Restaurant San Benito,2025-10-13T16:50:54.000Z,0,,,,,Complaint,,False,"[""price_complaint""]",negative
11755,668606,وين بلاصة سلام عليكم,Facebook,Restaurant San Benito,2025-07-28T16:55:34.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
13517,144366,باطل نتقلشو! ؟,Facebook,Restaurant San Benito,2025-12-30T18:44:07.000Z,0,,,,,Inquiry,,False,"[""price_inquiry""]",neutral
11787,668677,الشيخ حسان وين هذي. ماشاء الله,Facebook,Restaurant San Benito,2025-07-26T18:06:37.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
13368,144427,المحل وين,Facebook,Restaurant San Benito,2025-12-19T22:47:25.000Z,0,,,Inquiry,,,,False,"[""place_inquiry""]",neutral
11443,275631,خاصة. ڨارع. روج,Facebook,Restaurant San Benito,2025-07-27T00:27:25.000Z,0,,,,,,,True,[],neutral
12363,406740,الزوالي مايقدرش يأكل.,Facebook,Restaurant San Benito,2025-11-01T17:40:01.000Z,0,,,,,complaint,,False,"[""price_complaint""]",negative
13379,668997,Saint Benito . La. meilleur pêcherie du Vraie poisson,Facebook,Restaurant San Benito,2025-12-16T22:05:39.000Z,0,Appreciation,,,,,,False,"[""food_appreciation""]",positive
11880,537971,عمي حسان كنجي عندك تفطر معايا دبر. راسك,Facebook,Restaurant San Benito,2025-07-26T17:39:48.000Z,0,,,,,,,True,[],neutral
11954,538005,Je pense pas c est juste pour atterrir là clientèles une fois sur place tous change.,Facebook,Restaurant San Benito,2025-10-13T17:28:31.000Z,1,,,,,,,True,[],neutral
13220,144864,روحي اتحجبي واستغفري ربي وبركاي من التبهديلة اللي راكي دايرتها لولديك,Facebook,Restaurant San Benito,2025-10-13T07:04:20.000Z,0,,,,,,,True,[],neutral
11632,407035,حرام عليك,Facebook,Restaurant San Benito,2025-08-17T03:23:35.000Z,0,,,,,,,True,[],neutral
11526,407099,يا لطيف الأكل صار حلم الجزائريين,Facebook,Restaurant San Benito,2025-07-27T08:36:59.000Z,0,,,,,,,True,[],neutral
12972,144974,تكذبي قوم نتاع الهدرة خاطيكم السياحة,Facebook,Restaurant San Benito,2025-10-13T09:24:22.000Z,0,,,,,,,True,[],neutral
13142,276080,احلفي تقلشيني قبل,Facebook,Restaurant San Benito,2025-10-13T08:10:29.000Z,0,,,,,,,True,[],neutral
13295,276113,أعوذ بالله كي شفتك عفت المكلة,Facebook,Restaurant San Benito,2025-10-12T20:24:29.000Z,0,,,,,,,True,[],neutral
13037,931551,Va refaire ta racine tu es moche et couvre tes cheveux,Facebook,Restaurant San Benito,2025-10-13T14:38:45.000Z,0,,,,,,,True,[],neutral
11909,407306,Inchallah N'aime khoua et je t'invite que nous deux,Facebook,Restaurant San Benito,2025-10-13T19:05:06.000Z,0,,,,,,,True,[],neutral
13514,669525,الحوتة تاعك هي لي عاجبتني بلا مانقيها,Facebook,Restaurant San Benito,2025-12-28T22:38:08.000Z,0,appreciation,,,,,,False,"[""food_appreciation""]",positive
12869,407530,Ahmed Bayoud لاحول ولا قوة إلا بالله,Facebook,Restaurant San Benito,2025-10-13T12:23:19.000Z,0,,,,,,,True,[],neutral
12387,669706,Ladresse,Facebook,Restaurant San Benito,2025-10-13T11:03:50.000Z,0,,,inquiry,,,,False,"[""place_inquiry""]",neutral
